Author,Handle,Post,Date,Likes,Reposts,Comments,Post Link,Profile Link
UntillFiji✦,@FarrrenHeight,Hello .. Bought Tokens for my meter number 37221324066 and received the two codes but when i try to load it keeps saying Reject 1 ... Kindly Assist,29-Jun,,,2,https://x.com/FarrrenHeight,https://x.com/FarrrenHeight
Austin AYara,@totoaus,"@KenyaPower_Care  I bought tokens to the wrong metre number.
I sent you a DM at 9 a.m with the details. 10hrs later you haven't responded. What's up?",29-Jun,,,1,https://x.com/totoaus,https://x.com/totoaus
Sir James,@SirJames1151905,"My token meter crushed the screen, but it is still working what are the procedures of replacing a new token meter ?",29-Jun,,,1,https://x.com/SirJames1151905,https://x.com/SirJames1151905
Njeri Gax,@mnjerigakuo,@KenyaPower_Care my meter  37194493278 is refusing to update with codes sent or accept  tokens since this morning,29-Jun,,1,2,https://x.com/mnjerigakuo,https://x.com/mnjerigakuo
Davie Tourist Njoki,@DavieTourist,"@KenyaPower_Care good evening,
Am not able to buy token to my token miter it is saying transaction failed, please assist me",29-Jun,,,6,https://x.com/DavieTourist,https://x.com/DavieTourist
kevin njue,@njue_kevin,"Hello, I bought token 3 times and with three different devices but when I load any of the token number it shows rejected
Meter number 54603894178.",29-Jun,1,,2,https://x.com/njue_kevin,https://x.com/njue_kevin
t.b.h.n,@king_oyaro,"Hey @KenyaPower_Care , this is the second time am paying for tokens and am not receiving the token codes. What's up bana?",29-Jun,,,1,https://x.com/king_oyaro,https://x.com/king_oyaro
Sir Andanje,@SirAndanje,"Is the token system working today, I'm in the darkness, I can't load the token 

I've made several attempts and all I'm receiving is reject..... Are you in solidarity with the kenya population in rejecting the finance bill 2024",29-Jun,,,,https://x.com/SirAndanje,https://x.com/SirAndanje
ANNE ODIDA,@anne_odida,"@KenyaPower_Care kwani you changed how tokens are being bought?  Coz how I'm I waiting for the code for 8hours? 
Nyinyi pia wacheni.",29-Jun,3,,1,https://x.com/anne_odida,https://x.com/anne_odida
Mwalimu Ben k,@MwalimuBenk,"Token 37193470152 it's not accepting the payment with any form, it says that the format of the account number is incorrect for 3 days now, kindly help",29-Jun,,,1,https://x.com/MwalimuBenk,https://x.com/MwalimuBenk
Mary Bety,@MaryBety17,"Kindly help, token rejected after key- in all the digits since yesterday 
Customer care line not going through",29-Jun,1,,1,https://x.com/MaryBety17,https://x.com/MaryBety17
𝐏𝐔𝐋𝐒𝐄 𝐍𝐄𝐖𝐒 𝐊𝐄𝐍𝐘𝐀,@PulseNewsKenya,"Hey 
Am trying to key in token inakata i have been calling customer care no help kindly",29-Jun,,,2,https://x.com/PulseNewsKenya,https://x.com/PulseNewsKenya
𝐏𝐔𝐋𝐒𝐄 𝐍𝐄𝐖𝐒 𝐊𝐄𝐍𝐘𝐀,@PulseNewsKenya,"Hey 
Am trying to key in token inakata i have been calling customer care no help kindly",29-Jun,,,2,https://x.com/PulseNewsKenya,https://x.com/PulseNewsKenya
Louis,@louis__12345,@KenyaPower_Care please send token for 37196461315,29-Jun,,,2,https://x.com/louis__12345,https://x.com/louis__12345
Langat Gilbert,@LangatG51417278,@KenyaPower_Care am experiencing delayed tokens,29-Jun,,,,https://x.com/LangatG51417278,https://x.com/LangatG51417278
Steve odero,@stevaodero,Yet to receive tokens I purchased yesterday. Check Dm,29-Jun,1,,,https://x.com/stevaodero,https://x.com/stevaodero
Sonnie,@IrunguAdrine,@KenyaPower_Care why is my meter not loading tokens?,29-Jun,1,,1,https://x.com/IrunguAdrine,https://x.com/IrunguAdrine
Eng Sanua,@JacksonSanua,"@KenyaPower_Care Transaction failed. The format of your account number is incorrect. Please check and try again with the correct format of your account number.
Account No: 14469707185
Kindly help me update my token meter
My phone number 0715120127",29-Jun,,,,https://x.com/JacksonSanua,https://x.com/JacksonSanua
@fay,@fay,"Hey, I've tried loading the tokens but it keeps rejecting, I've tried buying new tokens but they are still being rejected. Since morning hours..assist meter number 

14253499801
@KenyaPower_Care please assist me",29-Jun,,,1,https://x.com/fayearb1,https://x.com/fayearb1
Benta Waturi,@benta_watu60420,Hi.. I'm unable to update my token meter.. I have not received any code yet.. my meter number is 92103744139.. my phone number is 0792788253,29-Jun,,,,https://x.com/benta_watu60420,https://x.com/benta_watu60420
Big TIGER™,@BigTiger254,"I tried to update following the steps given when I paid to get units but inhemeter keep on saying connection failed,,I have tried paying for the second time but it doesn't accept the token number,,,so I don't if our meter have been updated or not since it doesn't accept any token",29-Jun,,,,https://x.com/BigTiger254,https://x.com/BigTiger254
Unny Mutune,@MutuneUnny,"@KenyaPower_Care 37221130950 solve the problem for this meter number ,tokens can not load . you haven't sent the codes. Your customer cate ain't responding too since morning....Need a solution",29-Jun,,,1,https://x.com/MutuneUnny,https://x.com/MutuneUnny
Unny Mutune,@MutuneUnny,@KenyaPower_Care meter number 37221130950  tokens are not loading . ... showing pad lock,29-Jun,,,,https://x.com/MutuneUnny,https://x.com/MutuneUnny
emptymind,@devilsworksh0p,Bought tokens yesterday I haven't received any message. I dial the *977# I get tokens and it's getting rejected. What gives Kenya power,29-Jun,,,,https://x.com/devilsworksh0p,https://x.com/devilsworksh0p
bellykravitzz,@wainaina_warui,@KenyaPower_Care I’ve bought tokens and haven’t received the update codes. I’m unable to enter the tokens the customer care line isn’t responding kindly assist,29-Jun,,,2,https://x.com/wainaina_warui,https://x.com/wainaina_warui
Lucy Sharon Muema,@lumuema,I am not able to reset for meter number 01451025108 for three days I have bought tokens I can't use. Customer care not going through nor are the ussd self help number's.,29-Jun,,,1,https://x.com/lumuema,https://x.com/lumuema
barug,@BaruGaitho,@KenyaPower_Care Meter number 37156124499. After updating meter rejecting token number. What to do?,29-Jun,,,1,https://x.com/BaruGaitho,https://x.com/BaruGaitho
mkenya,@leahgatonye,"@KenyaPower_Care 
Mtr 54405693653
Where are my tokens",29-Jun,1,,1,https://x.com/leahgatonye,https://x.com/leahgatonye
Deli-Cate,@WanjikuCathy,"Also there is no outage, other homes have power. It is my meter rejecting tokens. I am seeing in other posts you are sending KCT number without asking to DM them.",29-Jun,1,,1,https://x.com/WanjikuCathy,https://x.com/WanjikuCathy
@fay,@fay,"Hey, I've tried loading the tokens but it keeps rejecting, I've tried buying new tokens but they are still being rejected. Since morning hours..assist meter number 

14253499801",29-Jun,,,1,https://x.com/fayearb1,https://x.com/fayearb1
Lilian Murimi,@Lily_Murimi,My token gadget keeps kn rejecting the token no. ... can someone help... Token no. 14467684214,29-Jun,,,1,https://x.com/Lily_Murimi,https://x.com/Lily_Murimi
Unny Mutune,@MutuneUnny,@KenyaPower_Care my meter number 37221130950 bought tokens not able to load. Yet you haven't sent me no codes nor I'm u able to reach your customer care. I need lights back,29-Jun,1,,1,https://x.com/MutuneUnny,https://x.com/MutuneUnny
Mary Bety,@MaryBety17,"@KenyaPower_Care 
Metre no: 14250932523 not accepting token since yesterday, kindly help",29-Jun,,,2,https://x.com/MaryBety17,https://x.com/MaryBety17
Nish Wairimu,@Nayomi12959131,"Hey 
Am trying to key in token inakata i have been calling customer care no help kindly assist mu neibgours have ligt and i dont",29-Jun,,,3,https://x.com/Nayomi12959131,https://x.com/Nayomi12959131
Collins Ngetich,@_cngetich,This is the meter number  37156668669 kindly send the KCT token,29-Jun,1,,2,https://x.com/_cngetich,https://x.com/_cngetich
Deli-Cate,@WanjikuCathy,Please send KCT reset code Mtr:14104522975. The meter is rejecting tokens.,29-Jun,,,1,https://x.com/WanjikuCathy,https://x.com/WanjikuCathy
Shirrow Githaiga,@ShirrowGithaiga,"Hey, am unable to load tokens,, each time I load it still comes to 0.00",29-Jun,1,,1,https://x.com/ShirrowGithaiga,https://x.com/ShirrowGithaiga
Mr. Bean,@CliffordWa9757,@KenyaPower_Care I bought yesterday tokens of 1000 at 5:33 upto now I haven't received my tokens my metre number is 14468315834 and I have no money again to buy,29-Jun,,,,https://x.com/CliffordWa9757,https://x.com/CliffordWa9757
Mary Bety,@MaryBety17,"@KenyaPower_Care 
Metre no: 14250932523 not accepting token since yesterday, kindly help",29-Jun,,,2,https://x.com/MaryBety17,https://x.com/MaryBety17
Nish Wairimu,@Nayomi12959131,"Hey 
Am trying to key in token inakata i have been calling customer care no help kindly assist mu neibgours have ligt and i dont",29-Jun,,,3,https://x.com/Nayomi12959131,https://x.com/Nayomi12959131
Collins Ngetich,@_cngetich,This is the meter number  37156668669 kindly send the KCT token,29-Jun,1,,2,https://x.com/_cngetich,https://x.com/_cngetich
Deli-Cate,@WanjikuCathy,Please send KCT reset code Mtr:14104522975. The meter is rejecting tokens.,29-Jun,,,1,https://x.com/WanjikuCathy,https://x.com/WanjikuCathy
Shirrow Githaiga,@ShirrowGithaiga,"Hey, am unable to load tokens,, each time I load it still comes to 0.00",29-Jun,1,,1,https://x.com/ShirrowGithaiga,https://x.com/ShirrowGithaiga
Mr. Bean,@CliffordWa9757,@KenyaPower_Care I bought yesterday tokens of 1000 at 5:33 upto now I haven't received my tokens my metre number is 14468315834 and I have no money again to buy,29-Jun,,,,https://x.com/CliffordWa9757,https://x.com/CliffordWa9757
Emmaculate mwelu,@MweluEmmaculate,@KenyaPower_Care please send tokens for 37155622444,29-Jun,,,3,https://x.com/MweluEmmaculate,https://x.com/MweluEmmaculate
Cokera,@Cokera_miss,I bought token and they are not loading keeps getting reject message and you don't respond to Dms or calls meter number 54607958623 bought on 20th,29-Jun,,1,6,https://x.com/Cokera_miss,https://x.com/Cokera_miss
ACHIENG' OneKO gen Z,@0galovictor,"@KenyaPower_Care  please I paid
but my token machine failed to accept the codes
because of blackout when I paid for the tokens",29-Jun,1,,2,https://x.com/0galovictor,https://x.com/0galovictor
Shi,@shiqqoh,@KenyaPower_Care  it’s been 4 days without lights and all you do is ignore my calls and tweets.  Your new smart meter stopped loading tokens .It keeps on rejecting it.  The meter number is 92108252542 please assist me .,29-Jun,1,,2,https://x.com/shiqqoh,https://x.com/shiqqoh
★Kamy★,@Mukami_Sirere,"@KenyaPower_Care @KenyaPower_Care  Kindly assist I bought tokens at 5 pm yesterday until now no message. I bought again at 7 got sms but can’t load inasema REJECT. Then meter 54400118656. Transaction SFS8WJB64Q
What is this now??? who will pay for damages caused???",29-Jun,,,,https://x.com/Mukami_Sirere,https://x.com/Mukami_Sirere
wambugu,@wambugu885927,"@KenyaPower_Care 
Hi kplc, i am not able to buy tokens for meter number 54607865026",29-Jun,,,2,https://x.com/wambugu885927,https://x.com/wambugu885927
pkiror denis,@PkirorD,@KenyaPower_Care what is wrong with token purchases something is wrong it keeps failing,29-Jun,,,2,https://x.com/PkirorD,https://x.com/PkirorD
ttmama,@ANNENJERI157584,Bought token  meter number 37168094383 when I enter the tokens inareject I bought 2 times moja haikuleta what's happening kindly help kihingo kiambu,29-Jun,1,,3,https://x.com/ANNENJERI157584,https://x.com/ANNENJERI157584
Terry Son,@TerrySo39906427,"Why is my token saying wrong format  everytime I pay, Jesus Christ,@KenyaPower_Care",29-Jun,,,4,https://x.com/TerrySo39906427,https://x.com/TerrySo39906427
Big TIGER™,@BigTiger254,"Hello, finding problem in updating my token meter,what is the problem 
Meter number:37221388525",29-Jun,,,2,https://x.com/BigTiger254,https://x.com/BigTiger254
Peter Macharia,@PeterM80061,"@KenyaPower_Care
 I've bought tokens but haven't yet received the reset and update codes. The meter keeps rejecting the token. I've been calling since yesterday but no assistance. Please help.",29-Jun,,,2,https://x.com/PeterM80061,https://x.com/PeterM80061
★Kamy★,@Mukami_Sirere,"@KenyaPower_Care 
FW!!!!!! Kindly assist I bought tokens at 5 pm yesterday until now no message. I bought again at 7pm got sms but can’t load inasema REJECT. Then meter 54400118656. Transaction SFS8WJB64Q
What is this now??? who will pay for damages caused???",29-Jun,,,,https://x.com/Mukami_Sirere,https://x.com/Mukami_Sirere
Milliam Wanjiku,@Millyd433,I bought tokens a week ago but I didn't get the codes to update my meter. No. -14252709184,29-Jun,,,2,https://x.com/Millyd433,https://x.com/Millyd433
Godfrey Kweya,@KweyaGodfrey,@KenyaPower_Care My tokens are almost out. I bought tokens at 7am I got feedback asking me to be patient. I haven't got feedback upto so I have bought tokens again. This time I got the towns but they are 'rejected' after trying to feed. Please help @ 37151021120,29-Jun,,,2,https://x.com/KweyaGodfrey,https://x.com/KweyaGodfrey
1KenyaNews,@TODAYNEWS4KENYA,I think is time we call out Kenya power we need another company that can provide electricity nyinyi mkona ujinga sana @KenyaPower_Care  @KenyaPower  token inasema reject mshiki simu or replying our Dm,29-Jun,,,,https://x.com/TODAYNEWS4KENYA,https://x.com/TODAYNEWS4KENYA
eric mutunga,@ericmutunga001,"Hello, I bought tokens units for this meter 37182976417 but it fails to load the tokens. I have not received the upgrade message for this meter. Please assist.",29-Jun,,,1,https://x.com/ericmutunga001,https://x.com/ericmutunga001
ces nyams,@CesNyams,Mimi I need help on meter update cz I purchased token and wasn't sent the codes.When I tried using ussd I got a different story,29-Jun,1,,4,https://x.com/CesNyams,https://x.com/CesNyams
lob,@Michael25867170,"token rejection
meter no. 54608202989",29-Jun,,,2,https://x.com/Michael25867170,https://x.com/Michael25867170
john,@john56044878,Hellow have being buying token since the announcement was made and yet haven't received the code  mih meter no is 22120408301,29-Jun,1,,,https://x.com/john56044878,https://x.com/john56044878
Muriuki G.,@NuelitoNuel,"How do you communicate with clients....all your CC numbers are out of reach, the given *977# is not functioning, you don't respond to inbox messages. A client is complaining of errors in token purchase but your programmed system responds with irrelevant info.",29-Jun,,,2,https://x.com/NuelitoNuel,https://x.com/NuelitoNuel
Dj Stine,@StinetheDj,"I bought tokens yesterday, I haven't received them yet.",29-Jun,,,1,https://x.com/StinetheDj,https://x.com/StinetheDj
★Kamy★,@Mukami_Sirere,"@KenyaPower_Care 
FW!!!!!! Kindly assist I bought tokens at 5 pm yesterday until now no message. I bought again at 7pm got sms but can’t load inasema REJECT. Then meter 54400118656. Transaction SFS8WJB64Q
What is this now??? who will pay for damages caused???",29-Jun,,,,https://x.com/Mukami_Sirere,https://x.com/Mukami_Sirere
Milliam Wanjiku,@Millyd433,I bought tokens a week ago but I didn't get the codes to update my meter. No. -14252709184,29-Jun,,,2,https://x.com/Millyd433,https://x.com/Millyd433
Godfrey Kweya,@KweyaGodfrey,@KenyaPower_Care My tokens are almost out. I bought tokens at 7am I got feedback asking me to be patient. I haven't got feedback upto so I have bought tokens again. This time I got the towns but they are 'rejected' after trying to feed. Please help @ 37151021120,29-Jun,,,2,https://x.com/KweyaGodfrey,https://x.com/KweyaGodfrey
1KenyaNews,@TODAYNEWS4KENYA,I think is time we call out Kenya power we need another company that can provide electricity nyinyi mkona ujinga sana @KenyaPower_Care  @KenyaPower  token inasema reject mshiki simu or replying our Dm,29-Jun,,,,https://x.com/TODAYNEWS4KENYA,https://x.com/TODAYNEWS4KENYA
eric mutunga,@ericmutunga001,"Hello, I bought tokens units for this meter 37182976417 but it fails to load the tokens. I have not received the upgrade message for this meter. Please assist.",29-Jun,,,1,https://x.com/ericmutunga001,https://x.com/ericmutunga001
ces nyams,@CesNyams,Mimi I need help on meter update cz I purchased token and wasn't sent the codes.When I tried using ussd I got a different story,29-Jun,1,,4,https://x.com/CesNyams,https://x.com/CesNyams
lob,@Michael25867170,"token rejection
meter no. 54608202989",29-Jun,,,2,https://x.com/Michael25867170,https://x.com/Michael25867170
john,@john56044878,Hellow have being buying token since the announcement was made and yet haven't received the code  mih meter no is 22120408301,29-Jun,1,,,https://x.com/john56044878,https://x.com/john56044878
Muriuki G.,@NuelitoNuel,"How do you communicate with clients....all your CC numbers are out of reach, the given *977# is not functioning, you don't respond to inbox messages. A client is complaining of errors in token purchase but your programmed system responds with irrelevant info.",29-Jun,,,2,https://x.com/NuelitoNuel,https://x.com/NuelitoNuel
Dj Stine,@StinetheDj,"I bought tokens yesterday, I haven't received them yet.",29-Jun,,,1,https://x.com/StinetheDj,https://x.com/StinetheDj
3ddyaudi,@edwinaudi1,"@KenyaPower_Care @KenyaPower @EnergyMinK Hello, I tried loading tokens, but it keeps rejecting, and I have not received the update codes. Meter number 14107246515.",29-Jun,,,2,https://x.com/edwinaudi1,https://x.com/edwinaudi1
KC,@kcdennoh,"Unable to purchase tokens 
54605561460",29-Jun,,,1,https://x.com/kcdennoh,https://x.com/kcdennoh
Deli-Cate,@WanjikuCathy,@KenyaPower_Care Mtr:14104522975 is rejecting tokens. Please assist.,29-Jun,,,2,https://x.com/WanjikuCathy,https://x.com/WanjikuCathy
Joe Mwangi Wamuga,@joemwangi,"@KenyaPower_Care Are we having maintenance issue in Nakuru? 
Cant load token on meter number. Cannot connect.",29-Jun,,,2,https://x.com/joemwangi,https://x.com/joemwangi
Dennis Mukhebi,@denmah40,@KenyaPower_Care 37182681512 I haven't gotten the tokens I've bought for 200 since yesterday???,29-Jun,,,3,https://x.com/denmah40,https://x.com/denmah40
maureen kanana,@MaureenKan5175,@KenyaPower_Care @KenyaPower if a token feeder doesn't bring the update codes and then refuses to feed tokens what could be the problem???,29-Jun,,,1,https://x.com/MaureenKan5175,https://x.com/MaureenKan5175
Boyie Mtapeli,@MtapeliBoyie,Hello iam receiving error notification when paying for my token kindly assist,29-Jun,,,3,https://x.com/MtapeliBoyie,https://x.com/MtapeliBoyie
Penney,@penneykrystin,@KenyaPower_Care can you check dms pls; trying to key in the tokens but it's not connecting,29-Jun,,,2,https://x.com/penneykrystin,https://x.com/penneykrystin
THE ONE,@Tonnyameda05,@KenyaPower_Care is there a problem with the tokens cause I can't pay for mine,29-Jun,,,1,https://x.com/Tonnyameda05,https://x.com/Tonnyameda05
Robert Bwage,@Robertbwage,"Failed to Select KCT token for meter number 5400939019
How do I go about this?",29-Jun,,,2,https://x.com/Robertbwage,https://x.com/Robertbwage
Decor,@AutooWorld,Why is my CIU not uploading tokens 14283505387,29-Jun,,,4,https://x.com/AutooWorld,https://x.com/AutooWorld
1KenyaNews,@TODAYNEWS4KENYA,"What is this no codes token rejecting Dear Customer,

Your meter 14106965552 is scheduled for Update Token Meter Yako Campaign. Load any bought and UNUSED TOKENS  before you update your meter. Buy a new Electricity token for any amount to receive the Update Token Meter Yako code",29-Jun,,,1,https://x.com/TODAYNEWS4KENYA,https://x.com/TODAYNEWS4KENYA
_Tesh254,@Tesh_kenya254,"Hello,I have imput the electricity token after the reset number before updating the token meter kindly help how to get another update message 
My meter number is 14244983152",29-Jun,,,2,https://x.com/Tesh_kenya254,https://x.com/Tesh_kenya254
THE ONE,@Tonnyameda05,Send me the guidelines again cause I still can't understand where we answer one and two cause I want to pay my token,29-Jun,,,,https://x.com/Tonnyameda05,https://x.com/Tonnyameda05
Sigma.,@Joemwafrika,@KenyaPower_Care Kindly assist with tokens for meter no 37174605255,29-Jun,,,2,https://x.com/Joemwafrika,https://x.com/Joemwafrika
njogu,@njogu3,"When it rejected ,I loaded below token 
Meter Number:45077237811

Enter Electricity token:
1926-3149-9370-9472-1365
Units:19.2
Amt:600.00
TknAmt:395.12
For Details dial *977#",29-Jun,1,,2,https://x.com/njogu3,https://x.com/njogu3
Mueke Musila,@MusilaDiana,"Hello @KenyaPower_Care  I bought tokens 3 days ago for meter 14286100475.The  tokens are not loading, keeps rejecting. I have sent you messages a couple of times but you have ignored. What should I do since I have been in darkness. Please check on the issue",29-Jun,1,,3,https://x.com/MusilaDiana,https://x.com/MusilaDiana
CHAMP!!!,@_MugishaN,"@KenyaPower_Care hey, is there a problem with loading tokens?",29-Jun,,,1,https://x.com/_MugishaN,https://x.com/_MugishaN
Reggie,@ReggieGitau,Bought my tokens yesterday and didn't get the update digits,29-Jun,,,,https://x.com/ReggieGitau,https://x.com/ReggieGitau
kevin sila,@silasinster,@KenyaPower_Care kindly send codes for updating my meter number. I have bought tokens but they are being rejected. I haven't received the meter updating codes. Meter number is KPLC Token MtrNo:14246309166,29-Jun,,,1,https://x.com/silasinster,https://x.com/silasinster
Kelvin Miles,@Kelvinmiles06,hello i paid yesterday 3 times for tokens the last two token came but the first token never came i have tried entering the last two tokens in the meter but it keeps rejecting please assist me with the reset and update codes for meter number 54402350208 phone number 0769394548,29-Jun,1,1,1,https://x.com/Kelvinmiles06,https://x.com/Kelvinmiles06
Mash Eng,@QMash10220,@KenyaPower_Care a token meter connected to only two pumps which are off most of the time why is it draining the tokens so fast? More than 10 units in a day!,29-Jun,,,1,https://x.com/QMash10220,https://x.com/QMash10220
Emmanuel Odondi,@exit_life__,"Hi,

I'm receiving a ""Pad_loc error"" in the token meter when inputting my tokens.
Kindly assist.",29-Jun,2,,9,https://x.com/exit_life__,https://x.com/exit_life__
smile,@dir_ewolf,"@KenyaPower_Care I bought tokens for the wrong meter, how do I recover this",29-Jun,,,1,https://x.com/dir_ewolf,https://x.com/dir_ewolf
Chrispine,@wuodgabby,"Hi
I have been buying tokens since yesterday but the meter won't accept... Just reads 0.00(token value)
Yesterday it read the same and the power went on for 14 hours. 
How do I fix this problem",29-Jun,,,,https://x.com/wuodgabby,https://x.com/wuodgabby
dan mukora,@danmukora,Token getting rejected on account number 37152281046. No upgrade codes sent upon token purchase. Kindly assist.,29-Jun,,,1,https://x.com/danmukora,https://x.com/danmukora
Me Me,@stephiewachira,"Need help with meter 14235487080, I'm unable to load tokens. Share the update codes",29-Jun,,,1,https://x.com/stephiewachira,https://x.com/stephiewachira
Japat Jumar,@angelswit18,"#powersawa I am unable to reload my tokens, I am in darkness on a weekend HELP ASAP!!! @KenyaPower_Care Your customer care lines znaingia line busy... What should I do??? Worth on it ASAP!!!",29-Jun,1,,2,https://x.com/angelswit18,https://x.com/angelswit18
Kami,@AnneKirono,Hello I have done the 2 steps but my token shows an error once I tried did my input Meter Number:01450329261,29-Jun,,,3,https://x.com/AnneKirono,https://x.com/AnneKirono
Area One Production,@area_production,Kindly my meter doesn't pick tokens 92103698244,29-Jun,1,,1,https://x.com/area_production,https://x.com/area_production
Dany TJay,@rowlvndd,"Hi @KenyaPower_Care , I've bought multiple tokens for meter number 54402138785 and whilst trying to load them onto the meter, since yesterday, it keeps on saying REJECT. I haven't updated my meter yet since I'd first like to load the tokens bought. Kindly provide a solution !",29-Jun,1,1,3,https://x.com/rowlvndd,https://x.com/rowlvndd
Kelvin M. family,@MFamilymi,"What happens if i recieve the reset and update codes,while I still got valid tokens,and the meter running..Am i supposed to wait for the units to deplete so i key in the codes?",29-Jun,,,,https://x.com/MFamilymi,https://x.com/MFamilymi
K. A. Moses,@_Moses_A,What should be done to a meter that won't take in tokens when loaded ? It keeps rejecting.,29-Jun,,,,https://x.com/_Moses_A,https://x.com/_Moses_A
Brilley Kipsang,@BrilleyKipsang,"Hi. My meter is not accepting tokens that I've just bought. 14240297706. Trying to update the meter on *977# responds with an error message that 'We could not find your KCT token.' I have bought two tokens, none of them came with update codes.",29-Jun,,,6,https://x.com/BrilleyKipsang,https://x.com/BrilleyKipsang
Kelvin Ndungu,@KelvinN83,"You are not answering calls or messages, been in the dark since yesterday, tokens won't load for account 01450420540",29-Jun,2,,1,https://x.com/KelvinN83,https://x.com/KelvinN83
Tororey,@V_Tosh91,"Please respond to my issue guys my meter can't accept tokens, i raised the issue on Monday vua inbox please check it",29-Jun,1,,1,https://x.com/V_Tosh91,https://x.com/V_Tosh91
