Author,Handle,Post,Date,Likes,Reposts,Comments,Post Link,Profile Link
Christen J. Adams,@jkbosa,"Dear @KenyaPower @KenyaPower_Care this magnificent 5 storey building in Embakasi East constituency lower Savannah ward Patanisho Estate was completed back in June 2023, Tenants booked through payment BUT to date the is NO POWER CONNECTION. Please act! @C_NyaKundiH @citizentvkenya",10-Nov-23,,,1,https://x.com/jkbosa,https://x.com/jkbosa
Hunter kiroba,@mchizik,"Na sitawauliza tena,how much is new power connection??",9-Nov-23,,,,https://x.com/mchizik,https://x.com/mchizik
Hunter kiroba,@mchizik,How much does first time power connection cost??,8-Nov-23,,,,https://x.com/mchizik,https://x.com/mchizik
UNCHAINED,@WainainaWilson,"@KenyaPower hello @KenyaPower  it's been 3 days since electricity connection was interrupted at salama,karanja Road along kibra drive.please send your engineers to sort this mess up.Thank you",4-Nov-23,,,1,https://x.com/WainainaWilson,https://x.com/WainainaWilson
Nasir77,@abdinasir_g,"largest solar power plant in East n central Africa, Connection to national grid etc Intermittent power supply is constant in Garissa, Drought, ramadhan, The rains, even Riots power goes off....@KenyaPower @KenyaPower_Care @KenyaPowarCare @DekowMajor @UdgoonSiyad @Nathif_J_Adam",4-Nov-23,1,,1,https://x.com/abdinasir_g,https://x.com/abdinasir_g
Ru_maya,@arianamonroe6,@KenyaPower_Care @KenyaPower kindly we haven't had power connection in Ukunda around jogoo ground since morning. Kindly assist.,3-Nov-23,1,1,5,https://x.com/arianamonroe6,https://x.com/arianamonroe6
dtairo,@dmuhurimwangi,"Please Esther, if you could collate this complains plus request others esp. where Kenya Power is disconnecting people on bogus claims of illegal connections or arbitrarily repossessing a Transformer so people pay for a new I believe can form a good Class Action suit.",27-Oct-23,,,1,https://x.com/dmuhurimwangi,https://x.com/dmuhurimwangi
mwarari m king'ori,@MwarariK,"@KenyaPower I made an application for electricity connection vide Ref. No. E25102023010020 that slapped me with a quotation amount of Kes 1,710,719 despite the transformer being  700 meters shy. What informed the ludicrous bill? I am not opening up an industry!!!",27-Oct-23,,,1,https://x.com/MwarariK,https://x.com/MwarariK
Raymond Mwabini,@RayMwabini,"Treat customers right and to reduce illegal connections; meter people instead of leaving em disconnected, respond to peoples complains, eg mine.

11 days now without power; if I wasn't law abiding, I woulda just called someone to connect it for me and bypass your meter.",27-Oct-23,,,,https://x.com/RayMwabini,https://x.com/RayMwabini
Gk,@GeorgeK38759774,Kama new connection plus meter installation inatake 2 years mbona wasimake losses @KenyaPower,26-Oct-23,1,,1,https://x.com/GeorgeK38759774,https://x.com/GeorgeK38759774
martinothigo,@othigomartin,"Thieves. They want 300,000 for power connection 140 metres away.",26-Oct-23,,,,https://x.com/othigomartin,https://x.com/othigomartin
Itgetsbetter,@sarah_kaminja,"They do this with first time connections too. You pay full amount for the power connection and they give you a meter box that's on debt, so every time you buy units, they take away some amount until the 'debt' is settled.",26-Oct-23,,,,https://x.com/sarah_kaminja,https://x.com/sarah_kaminja
Kimani Wa Njenga,@Pettikim,"Basic questions;
1) Measures to curb illegal connections.
2) Privatizing of distribution in informal settlements.
3) Cost of reconnecting new customers too high.
4) Rampant vandalism of transformers & long lead times in reinstallation.
5) Idle meters in rural electrification.",25-Oct-23,,,,https://x.com/Pettikim,https://x.com/Pettikim
The One,@Aurelia_00A,I had reported an issue of illegal power connection.  You don't want to  follow it up? What's the essence of having a line to report?,24-Oct-23,,,1,https://x.com/Aurelia_00A,https://x.com/Aurelia_00A
#RutoMustGo,@onesadkenyan,"Kiambu County, home to @KIMANIICHUNGWAH  and @NdindiNyoro has this year had the most recorded""maintenance"" and power outages of any given county in the country, while power supply keeps getting worse. Maybe here is a connection, as one of them is a top shareholder for @KenyaPower",20-Oct-23,,,,https://x.com/onesadkenyan,https://x.com/onesadkenyan
Mitu Kenaz,@kenazmitu77,"Is this the official Kenya power handle?
I raised an issue and the handlers of this handle did not appear genuine. A report of power theft and unapproved connection struck no responding code",19-Oct-23,,,1,https://x.com/kenazmitu77,https://x.com/kenazmitu77
Mitu Kenaz,@kenazmitu77,"Is this the official Kenya power handle?
I raised an issue and the handlers of this handle did not appear genuine. A report of power theft and unapproved connection struck no responding code",19-Oct-23,,,1,https://x.com/kenazmitu77,https://x.com/kenazmitu77
bwire bwire,@bwirebwire,@KenyaPower @KenyapowerP @BusRadioKajiado @KajiadoGov @kajiadoassembly @kajiadonews residents of Tausi estate have fears that their might be a plan to steal the transformer since it was installed more than a year ago but no connection whatsoever in the houses. @citizentvkenya,19-Oct-23,,1,1,https://x.com/bwirebwire,https://x.com/bwirebwire
Dennis Mwangi,@updatemwangi,Or better yet run an old pc from one of your basements with stable internet connection,19-Oct-23,1,,,https://x.com/updatemwangi,https://x.com/updatemwangi
Festus Cheruiyot,@FestusC98115187,When will I get power connection or refund,19-Oct-23,,,3,https://x.com/FestusC98115187,https://x.com/FestusC98115187
Muigai_1,@muigai_1,Direct connection,19-Oct-23,,,,https://x.com/muigai_1,https://x.com/muigai_1
Festus Cheruiyot,@FestusC98115187,"@KenyaPower Hi, I applied for power connection last year August but upto date I am still in darkness. What can I do now??",17-Oct-23,,,,https://x.com/FestusC98115187,https://x.com/FestusC98115187
It’s_mwakughu,@jwangai,"@citizentvkenya Kindly ask the Engineer, what the turn around time is for a new connection.",17-Oct-23,,,,https://x.com/jwangai,https://x.com/jwangai
MacGregor 254,@Macgregor254,"@KenyaPower  @Kenya Power _Care.
Hello good people. Could someone please update me on the status of connection application Reference KPLC C24492020100002.
More than 3 years down the line. Yet it is said that that 99% of households have been connected to the national grid",15-Oct-23,,,,https://x.com/Macgregor254,https://x.com/Macgregor254
Johnpaul Mbehi,@MbehiJohnpaul,"how long does it take for one to have power. we applied for power  in Jan this year  vide RE:E2119203010039 and have paid  but up to now no connection.Currently we are being told that there are no meters and this is in Nairobi, you guy s should be serious  or you fold",11-Oct-23,1,,3,https://x.com/MbehiJohnpaul,https://x.com/MbehiJohnpaul
Pan-African Crusader,@Sabato_Fred,"Twist to story
Ticket# 10082882
KPLC now admit no problem with underground cable connection
Plot:
3 civil servant blocs ABC all connected on electricity dropped from KPLC pole to A
A Disconnects B&C (who have own meters), & @KenyaPower agents say they CANNOT do anything about it",9-Oct-23,,,,https://x.com/Sabato_Fred,https://x.com/Sabato_Fred
Joshua Rukwaro,@voikenya254,"@KenyaPower It's been 4hrs since we lost connection in Kihuyo, Nyeri county",8-Oct-23,,,,https://x.com/voikenya254,https://x.com/voikenya254
Evans Chepkerio,@ChepkerioEvans,@KenyaPower in need of internship any connection,6-Oct-23,,,3,https://x.com/ChepkerioEvans,https://x.com/ChepkerioEvans
Achieno Mukudi,@AchienoM1092,What customer care service do you offer when am still waiting for connection? 2nd customer care week being celebrated when am in the darkness,5-Oct-23,1,,,https://x.com/AchienoM1092,https://x.com/AchienoM1092
It’s_mwakughu,@jwangai,"I applied for a new connection in May 2023 and am still in darkness, how can you hold a customers money for that long without service and still celebrate customer service week?",5-Oct-23,,,,https://x.com/jwangai,https://x.com/jwangai
maisori singira,@maisori_singira,"@KenyaPower Hello,
Four days now in the  darkness, counting loses! since a transformer was uprooted from our locality Embakasi East TelAviv connection area! Kindly intervene.",5-Oct-23,,,1,https://x.com/maisori_singira,https://x.com/maisori_singira
Juma G,@jumaf3,"I know of people from the village who applied for the @KenyaPower connection in November 2022. They paid the cash and KPLC went mute. Till date, all they are told is KPLC has no meters to connect them. Question: why take cash from poor Kenyans knowing you have no meters?",4-Oct-23,33,8,1,https://x.com/jumaf3,https://x.com/jumaf3
The Kenya Power & Lighting Company Plc.,@KenyaPower,PRESS STATEMENT: Kenya Power to clear electricity connection backlog within 90 days. ^JC,3-Oct-23,31,24,21,https://x.com/KenyaPower,https://x.com/KenyaPower
Hayo,@hayoSTE,Please check hii connection ya Zimmerman,2-Oct-23,,,,https://x.com/hayoSTE,https://x.com/hayoSTE
Mary,@Mary13278976,"You guys should watch that Tupac video on school, you missed something, you are a monopoly org, electricity consumption in Kenya is high, challenge is on service delivery, just getting electricity connection in Kenya is hell and here you are campaigning about consumption.",30-Sep-23,3,,1,https://x.com/Mary13278976,https://x.com/Mary13278976
@DamuNyeusi,@DamuNyeusi,Why do you people take years to connect a duly filled and paid application for new connection?,29-Sep-23,,,2,https://x.com/Onchirijames,https://x.com/Onchirijames
Neville Onzee,@juniahjackson,"Kindly make a follow up on request 10052645
We have been contacting the Kisumu hotlines with no help.
Your Kisumu team are not competent since we've been complaining about the outage for the past one month. It seems like there is a problem with the connection but they can't fix",27-Sep-23,1,,,https://x.com/juniahjackson,https://x.com/juniahjackson
Muema George,@MuemaGeorge1,"@KenyaPower , what is the current process to apply for power connection for a new member and the total cost applicable. Urgently respond.",26-Sep-23,,,2,https://x.com/MuemaGeorge1,https://x.com/MuemaGeorge1
afune joshua,@JoshuaAfune,@KenyaPower Leafy tree branches and direct power connections by consumers occassining power outages and transformer failure at Eshihaka Primary and its environs. Do something please.,26-Sep-23,,,3,https://x.com/JoshuaAfune,https://x.com/JoshuaAfune
MERCY LIHANDA,@LeehMercy,@KenyaPower kindly restore our connections  please.almost 24 hours without power.Nakuru pipeline JB area meter number 14286254876,23-Sep-23,,,2,https://x.com/LeehMercy,https://x.com/LeehMercy
Antonio,@Ledisque_,I've been curious about something lately.  What's the connection between @KenyaPower and your Airtel Money and SMS services?  #CuriousMind #AirtelKenya #KPLCConnection,23-Sep-23,,,1,https://x.com/Ledisque_,https://x.com/Ledisque_
Inventing Anne,@MugoAngelah,Hi. Kindly fix our connection in Zimmerman. Lights are dim and they keep going off. Nothing is working,23-Sep-23,,,2,https://x.com/MugoAngelah,https://x.com/MugoAngelah
Antonio,@Ledisque_,"@AIRTEL_KE Ticket ID 200923575761
I've been curious about something lately.  What's the connection between @KenyaPower and your Airtel Money and SMS services?  #CuriousMind #AirtelKenya #KPLCConnection",23-Sep-23,,,1,https://x.com/Ledisque_,https://x.com/Ledisque_
Emotional!,@Hadijaadams,This has yet to be sorted. I paid for a new connection months ago and now all I'm getting is the run-around. Notice the date,14-Sep-23,,1,2,https://x.com/Hadijaadams,https://x.com/Hadijaadams
vero,@matalivero,"9986951 ref number please restore power connection

Please restore power connection ruiru bypass near mutonya dispensary havila court",12-Sep-23,,,2,https://x.com/matalivero,https://x.com/matalivero
vero,@matalivero,"9986951 ref number please restore power connection

Ruiru bypass near mutonya dispensary havila court",12-Sep-23,,,,https://x.com/matalivero,https://x.com/matalivero
vero,@matalivero,9986951 ref number please restore power connection,12-Sep-23,,,,https://x.com/matalivero,https://x.com/matalivero
eric muhingi,@muhingi89,What is the connection between rain and power blackouts? Whenever it rains we must lose power.,12-Sep-23,1,,,https://x.com/muhingi89,https://x.com/muhingi89
Kenya Power,@KenyaPower_Care,Hello. Are you reporting power outage or new connection? Please clarify. ^DO,11-Sep-23,,,1,https://x.com/KenyaPower_Care,https://x.com/KenyaPower_Care
Marcus Aurelius XVII,@EugeneSeko,"Kindly restore our connection. My account is 37173799331. Land mark is St. Marks Riwo ACK church, KaWuod Jakobo, Mamboleo Kisumu.  Please assist",8-Sep-23,,,3,https://x.com/EugeneSeko,https://x.com/EugeneSeko
alvoh,@cavonditi,Make connections frew,7-Sep-23,,,,https://x.com/cavonditi,https://x.com/cavonditi
Doh_Nyang,@DohNyang,"You talk big but act very small,you state new connection takes  less than months but it is almost a year now having paid everything and haven't been connected,one literally has to push through the stages and keep begging.",7-Sep-23,,,,https://x.com/DohNyang,https://x.com/DohNyang
The Kenya Power & Lighting Company Plc.,@KenyaPower,"True story

We are conducting comprehensive induction training for our technical staff in the regions. These are the teams that carry out new power line connections, repair and maintenance of broken power lines, and restoration of power etc.,

#RadaSafi",6-Sep-23,30,5,24,https://x.com/KenyaPower,https://x.com/KenyaPower
james onyango,@jimnet6,"There are so many illigal connections that have been brought to your attention but no action,so you should not be talking of this.",5-Sep-23,,,1,https://x.com/jimnet6,https://x.com/jimnet6
KENYATTA,@kechikenyatta,"What is illegal connection ? I have been singing here that I have no power for the past one month and two days?

All the previous months I have been paying tokens to the prepaid  token unit?",5-Sep-23,,,,https://x.com/kechikenyatta,https://x.com/kechikenyatta
Chesong'ony,@dzii14,Ther is nothing like illegal connection. It is your people who complicate this things and later on come though mlango ya nyuma wafanye connection ndo wakule kakitu. Acheni kusumbua wakenya. Bytheway hata hii stima Si reliable.,5-Sep-23,2,,,https://x.com/dzii14,https://x.com/dzii14
Kenya Power,@KenyaPower_Care,"Hello Kizito, the A/C is in suspended status. This means, it was in arrears and due for connection. Kindly clear balance and pay reconnection fee for resolution. ^EF",4-Sep-23,,,,https://x.com/KenyaPower_Care,https://x.com/KenyaPower_Care
Karimi Kirugutu,@kirugutu,"@KenyaPower, @KenyaPower_Care  we applied for a connection for our farm in MUA hills. Your staff/contractor from Machakos office  came assessed and advised us that he would send the quotation and payment details. He is not answering our calls or messages.",30-Aug-23,1,,1,https://x.com/kirugutu,https://x.com/kirugutu
Felix Makali,@FMakali62648,"My concern need to be addressed urgently, lets not wait until it's too late some people just seated somewhere pocketing as low as 500/- from each household every month from dangerous electricity connection, they even have tools which enables them to work at night. Majengo NRB",28-Aug-23,,,,https://x.com/FMakali62648,https://x.com/FMakali62648
Catherine Wekesa,@spaggs254,"@KenyaPower_Care @KenyaPower We have not had power for 2 months. then we got new metres Mtr:37267015503, Mtr:37267015529, & Mtr:37267349316 and 3 weeks later not connection &; no power despite daily visits to Stima plaza and elec house. Are you KPLC or Kenya Power & Blackout Co?",28-Aug-23,,,2,https://x.com/spaggs254,https://x.com/spaggs254
Catherine Wekesa,@spaggs254,"@KenyaPower @KenyaPower_Care We have not had power for 2 months. then we get new metres Mtr:37267015503, Mtr:37267015529, & Mtr:37267349316 and 3 weeks later not connection & no power despite daily visits to stima plaza and elec house. Are you KPLC or Kenya Power & Blackout Co?",27-Aug-23,,,,https://x.com/spaggs254,https://x.com/spaggs254
Spütnik  𝕏,@spu_t_nik,Hi am john ondieki from ogembo kisii before the blackout the power had already gone it seems some connections are faulty since other lines of the transformer have power this is the fourth day we are experiencing this,27-Aug-23,,,1,https://x.com/spu_t_nik,https://x.com/spu_t_nik
Kenya Power,@KenyaPower_Care,"Hello Kizito, the A/C is in suspended status. This means, it was in arrears and due for connection. Kindly clear balance and pay reconnection fee for resolution. ^EF",4-Sep-23,,,,https://x.com/KenyaPower_Care,https://x.com/KenyaPower_Care
Kenya Power,@KenyaPower_Care,"Hello Kizito, the A/C is in suspended status. This means, it was in arrears and due for connection. Kindly clear balance and pay reconnection fee for resolution. ^EF",4-Sep-23,,,,https://x.com/KenyaPower_Care,https://x.com/KenyaPower_Care
Wainaina Wa Jungle,@WainainaJungle,"THIS IS THE ONLY WAY we can reap benefits of cost effective Power. And of course get rid of some of the most weird and ridiculous charges such as Forex exchange adjustment, service charge, advance payment for Power Connection that take ages to effect!",27-Aug-23,,,1,https://x.com/WainainaJungle,https://x.com/WainainaJungle
Simon N,@syghmo,Was that part of the terms that you signed when requesting for power connection?,26-Aug-23,,,,https://x.com/syghmo,https://x.com/syghmo
Matt Marto,@matodemathew,What could be wrong with a prepaid meter that keeps reading connection failed everytime i load tokens and how do you go about fixing it. I been in darkness for numerous days now,26-Aug-23,,,1,https://x.com/matodemathew,https://x.com/matodemathew
Field Marshall:Edwards,@bountyedu,"How does a whole country loose power, are we dependent on one line of connection countrywide????",26-Aug-23,2,1,,https://x.com/bountyedu,https://x.com/bountyedu
Change.Org Kenya,@ChangeOrgKE,"In Juja Kwatom Villages 443 households were left in the dark due to illegal connections despite a Presidential Directive

Access to electricity is vital but these residents are denied 

Let's stand together & call on @KenyaPower to reconnect the power https://chng.it/VmG2V5x96c",25-Aug-23,,,,https://x.com/ChangeOrgKE,https://x.com/ChangeOrgKE
John N. Kuria,@JohnKur53875295,"First of all investigate the Kenya ""Power Divisional Managers.""

Why do they allow ""Illegal Connections"" in their Divisions 

Who are the beneficiaries of the illegally connected power",25-Aug-23,3,1,1,https://x.com/JohnKur53875295,https://x.com/JohnKur53875295
S. Kisee,@kisee_simon,"@KenyaPower I am not able to load token to my CIU which keeps on prompting ""connection failed"" meter no. 37228540441. Kindly assist",22-Aug-23,,,2,https://x.com/kisee_simon,https://x.com/kisee_simon
Festus Pyoko,@Festus_Pyoko,They should surely start with my rural home. We have suffered in darkness despite power lines passing through our land and no one seems to care. You want power and @KenyaPower will suggest the village raises money for a transformer and connection which honestly we are unable to.,22-Aug-23,,,,https://x.com/Festus_Pyoko,https://x.com/Festus_Pyoko
Martin M. Munywoki,@MartinMMunywoki,"@KenyaPower my token box is blank. Most likely a connection issue.

I would wish to top up tokens as soon as possible",21-Aug-23,,,2,https://x.com/MartinMMunywoki,https://x.com/MartinMMunywoki
Edwin 'Old soul' Njiru,@Eddy_Njiru,"@KenyaPower got 2 new connections but tenants can't buy tokens since the day before yesterday. Been calling customer care all in vain
#Mathe #Mandago #TikTok",17-Aug-23,,,3,https://x.com/Eddy_Njiru,https://x.com/Eddy_Njiru
ole bosco,@vientovrg,"Courts have been the weak point in fighting graft. Kidodkidogo depending on your political connections the culprits walk free to enjoy the loot and show the poor the middle finger. Chinese way is the way to go! It's proven that you stole public funds, you are shot in public.",15-Aug-23,,,,https://x.com/vientovrg,https://x.com/vientovrg
Olive Gitau,@olivegitau,It’s been more than 36 hours of power outage. We’re facing potential loss of food which is unacceptable in the current economic conditions. Please restore our power connection. @KenyaPower @KenyaPower_Care,14-Aug-23,,,1,https://x.com/olivegitau,https://x.com/olivegitau
Gabriel Irungu,@GabrielIrungu14,"@KenyaPower it seems that there are still illegal connections in murera Kwa Tom area..........in one week stima hupotea daily........
Right now hakuna stima .......it's just very sad.......@KenyaPower we need this issue to be solved once and for all
@RosemaryOduor1",12-Aug-23,,,,https://x.com/GabrielIrungu14,https://x.com/GabrielIrungu14
