Author,Handle,Post,Date,Likes,Reposts,Comments,Post Link,Profile Link
Dj Clive,@MontanaClive,"Do you guys focus on making profits for yourselves and let your esteemed customers go loses in the pleasure of your mediocrity 

You are an embarrassment as service providers",24-Apr,,1,1,https://x.com/MontanaClive,https://x.com/MontanaClive
Vic Carmichael,@Vic_Carmichael3,"@KenyaPower_Care .. We have had blackouts since yesterday 4pm. I called the Customer service line, no response. Kindly assist. Area is Tassia 2, Kwa Ndege, Nyayo gate B, Makuti and Baraka Estates.",24-Apr,,,3,https://x.com/Vic_Carmichael3,https://x.com/Vic_Carmichael3
Pamela,@PamBitengo,@KenyaPower_Care no power in langata yet again for the past 3 hours. Acc 04214970925. Very poor service delivery,24-Apr,,,3,https://x.com/PamBitengo,https://x.com/PamBitengo
Kenneth Mutisya,@KennethMutisya,@KenyaPower_Care can someone from Kenya Power help restore our line back. This is now the 2nd week without power and there is no responce. Ticket 11097617. We have small children at home and food in the fridge. I need service. 2 weeks without power and I pay promptly. This is bad,24-Apr,,,1,https://x.com/KennethMutisya,https://x.com/KennethMutisya
Mwas,@mike_mwanik,@KenyaPower_Care kindly assist in faulty prepaid token. Your call customer care service is not responding. Kindly assist,24-Apr,,,,https://x.com/mike_mwanik,https://x.com/mike_mwanik
Dr. Kirimi (PhD),@DrKirimiWanjagi,"@KenyaPower_Care Day 2 No electricity,  live wire outside gate, broken promises, poor communication from customer service.. let’s see how long this will last",24-Apr,,,,https://x.com/DrKirimiWanjagi,https://x.com/DrKirimiWanjagi
Liej Mumbo,@gmagak,Is the current interruption of service at my account shared in DM part of your scheduled maintenance? @KenyaPower,23-Apr,,,,https://x.com/gmagak,https://x.com/gmagak
KAMIMO™,@SteveAmimo,Can you for once be agile in your service delivery. We haven't had power since Sunday 9:30 AM in Ruaka area,23-Apr,1,1,1,https://x.com/SteveAmimo,https://x.com/SteveAmimo
thebillygoatgruff,@thebillygoatgr1,"@KenyaPower_Care Your Kitengela office is a joke. They don't respond to calls for service and when they decide to show up, they don't want to work. Do something.",23-Apr,,,2,https://x.com/thebillygoatgr1,https://x.com/thebillygoatgr1
Eric Aduda,@adudae,@KenyaPower_Care  The transformer near Naki Secondary School in Kisumu county malfunctioned on 29th March and there’s been an outage in the areas served by it since then. Could you please provide an estimate on when normal service will resume. Thanks!.,23-Apr,,,1,https://x.com/adudae,https://x.com/adudae
Wanjiku Kamau,@WanjikuKam28278,"Still no feedback on this
Or what is the essence of lodging the complaint?
Your customer service team also has no conclusive answer!",22-Apr,,,,https://x.com/WanjikuKam28278,https://x.com/WanjikuKam28278
LillianJunn,@LillianJunn,"@KenyaPower_Care do you guys even care to respond to comments/ complaints? 
This country urgently needs another service provider.  Nkt",22-Apr,,,1,https://x.com/LillianJunn,https://x.com/LillianJunn
시어 하를,@ahutah_harold,"Whoever is managing the KPLC Thika customer service line at +254725464241 should be replaced. The constant lies, followed by hang-ups or laughter, are completely unprofessional. Each representative gives a different explanation for the blackouts. They really need to style up",22-Apr,,,,https://x.com/ahutah_harold,https://x.com/ahutah_harold
시어 하를,@ahutah_harold,"@KenyaPower_Care  We've been experiencing blackouts for a week, and the customer service from KPLC Thika keeps giving us lamw excuses. When you call emergency number at +254725464241, they either hang up on you or you can hear them laughing in the background. It's frustrating.",22-Apr,,,2,https://x.com/ahutah_harold,https://x.com/ahutah_harold
Alexander Sarikas,@AlexanderSarik4,"@KenyaPower_Care why is it so impossible to maintain your supply? On Kiambu road Njathaini it is every second day. We had an all night outage 5 days ago and again tonight plus shorter ones in between. Great service, not!",21-Apr,1,,2,https://x.com/AlexanderSarik4,https://x.com/AlexanderSarik4
PatsyJames,@PatsyJa26446841,Hello kenya power care AC 23798952 please  assist us begging customer's for your poor service we now have low voltage  if no power supply we getlow voltage your technical team here doing juwa Kali jobs please assist us customer's,21-Apr,1,1,2,https://x.com/PatsyJa26446841,https://x.com/PatsyJa26446841
Disciplinarian wa Kitui,@mbebekk,"This post is almost fallen, wire crossing the service lane....kitengela Arusha meats.",21-Apr,,,,https://x.com/mbebekk,https://x.com/mbebekk
Duncan Nyingi,@duncan_nyingi,"What happened to you KPLC? It's been one month at my place haven't experienced any power shortages. Nalima kulima, Thanks for the wonderful service.",20-Apr,,,,https://x.com/duncan_nyingi,https://x.com/duncan_nyingi
Anyuola,@tofatochibo,Kobare market and its environs have had no power for a week now. Where is your real time service delivery?,20-Apr,,,,https://x.com/tofatochibo,https://x.com/tofatochibo
Vriff Nilo,@LeaveTheBox,No power in Bogani for multiple days now. Multiple complaints filed and no response. Does KPLC reimburse us for this failure of service? Work is affected and food in the fridge will soon be thrown out.,20-Apr,,,1,https://x.com/LeaveTheBox,https://x.com/LeaveTheBox
Sereti Tonkei,@STonkei,@KenyaPower_Care @KenyaPower we want to follow the late General's  funeral service to be held this afternoon,20-Apr,,,,https://x.com/STonkei,https://x.com/STonkei
Costarica,@Costarica17,@KenyaPower_Care  you don’t want us to watch the memorial service of General Ogolla,20-Apr,,,,https://x.com/Costarica17,https://x.com/Costarica17
John  Gichuki,@jmichaelgichuki,Hi kindly check for us Electricity in kinoo around power star supermarket service lane to town it's been off 14420194178 since morning.,20-Apr,,,,https://x.com/jmichaelgichuki,https://x.com/jmichaelgichuki
Muchira Wanjiku,@muchira_wanjiku,"@KenyaPower_Care if you are doing power rationing, say it loudly so that we can plan early! Coz what is this honestly? And learn to reply dms, we pay for your services patriotically and we expect nothing but convenience in service delivery.",20-Apr,,,1,https://x.com/muchira_wanjiku,https://x.com/muchira_wanjiku
david mwangi,@The_Mwangi,"Are you waiting for the house to burn down then you can respond to this complaint?? Today is Saturday, this problem started on Thursday.
How useless can a service provider be really????",20-Apr,,,1,https://x.com/The_Mwangi,https://x.com/The_Mwangi
Underoos,@fhdanh17,"Bro on  a Saturday, y'all better hurry up on your service immediately I need my weekend with internet",19-Apr,,,,https://x.com/fhdanh17,https://x.com/fhdanh17
WANJIRU,@Buffylornah,"We haven't had lights since Tuesday. It's Friday. So many looses. We are customers too.. we pay for the service so why are we being treated like we owe kplc something. If someone is at fault, sort us out them deal with him later. Why are we suffering cz of them?",19-Apr,,,,https://x.com/Buffylornah,https://x.com/Buffylornah
Amkeni Kenya,@Pmwanyosh,@KenyaPower_Care have decided that people from Gikambura should have candle lit dinners. When are we to expect another service provider because this one has failed!! Where are you in your darkness?,19-Apr,,,,https://x.com/Pmwanyosh,https://x.com/Pmwanyosh
Duncan Nyingi,@duncan_nyingi,"What happened to you KPLC? It's been one month at my place haven't experienced any power shortages. Nalima kulima, Thanks for the wonderful service.",20-Apr,,,,https://x.com/duncan_nyingi,https://x.com/duncan_nyingi
Anyuola,@tofatochibo,Kobare market and its environs have had no power for a week now. Where is your real time service delivery?,20-Apr,,,,https://x.com/tofatochibo,https://x.com/tofatochibo
Vriff Nilo,@LeaveTheBox,No power in Bogani for multiple days now. Multiple complaints filed and no response. Does KPLC reimburse us for this failure of service? Work is affected and food in the fridge will soon be thrown out.,20-Apr,,,1,https://x.com/LeaveTheBox,https://x.com/LeaveTheBox
Sereti Tonkei,@STonkei,@KenyaPower_Care @KenyaPower we want to follow the late General's  funeral service to be held this afternoon,20-Apr,,,,https://x.com/STonkei,https://x.com/STonkei
Costarica,@Costarica17,@KenyaPower_Care  you don’t want us to watch the memorial service of General Ogolla,20-Apr,,,,https://x.com/Costarica17,https://x.com/Costarica17
John  Gichuki,@jmichaelgichuki,Hi kindly check for us Electricity in kinoo around power star supermarket service lane to town it's been off 14420194178 since morning.,20-Apr,,,,https://x.com/jmichaelgichuki,https://x.com/jmichaelgichuki
Muchira Wanjiku,@muchira_wanjiku,"@KenyaPower_Care if you are doing power rationing, say it loudly so that we can plan early! Coz what is this honestly? And learn to reply dms, we pay for your services patriotically and we expect nothing but convenience in service delivery.",20-Apr,,,1,https://x.com/muchira_wanjiku,https://x.com/muchira_wanjiku
david mwangi,@The_Mwangi,"Are you waiting for the house to burn down then you can respond to this complaint?? Today is Saturday, this problem started on Thursday.
How useless can a service provider be really????",20-Apr,,,1,https://x.com/The_Mwangi,https://x.com/The_Mwangi
Underoos,@fhdanh17,"Bro on  a Saturday, y'all better hurry up on your service immediately I need my weekend with internet",19-Apr,,,,https://x.com/fhdanh17,https://x.com/fhdanh17
WANJIRU,@Buffylornah,"We haven't had lights since Tuesday. It's Friday. So many looses. We are customers too.. we pay for the service so why are we being treated like we owe kplc something. If someone is at fault, sort us out them deal with him later. Why are we suffering cz of them?",19-Apr,,,,https://x.com/Buffylornah,https://x.com/Buffylornah
Amkeni Kenya,@Pmwanyosh,@KenyaPower_Care have decided that people from Gikambura should have candle lit dinners. When are we to expect another service provider because this one has failed!! Where are you in your darkness?,19-Apr,,,,https://x.com/Pmwanyosh,https://x.com/Pmwanyosh
Brian K Whitney,@Brian_k_whitney,"@KenyaPower_Care I have never experienced such shoddy customer service as what I have received from you this week. Especially from Sally, a customer care attendant.
We have been reporting this same issue since Tuesday only to be given vague responses.
Reference no: 11035697",19-Apr,,,2,https://x.com/Brian_k_whitney,https://x.com/Brian_k_whitney
PatsyJames,@PatsyJa26446841,Hello any one at kenya power care AC 23798952 we again as usual daily with out your service we not on any maintenance list but daily on your ON OFF supply no assistance from you or your technical team here who don't care about customer's assist us begging customer's,19-Apr,1,1,,https://x.com/PatsyJa26446841,https://x.com/PatsyJa26446841
PatsyJames,@PatsyJa26446841,Hello kenya power care AC 23798952 please assist us begging customer's we are every day with out your service we in your ON OFF supply since early last year this is poor service poor management no assistance from you or your technical team here who don't care about customer's,19-Apr,1,1,1,https://x.com/PatsyJa26446841,https://x.com/PatsyJa26446841
DaviNKyi,@Davnk,"@KenyaPower_Care It is 12 hours since we lost power in Kilimani along Muringa Road and its environs. We can't pump water, work or cook. This is not the kind of service we expect. It's a shame for a country seeking FDI only for investors to find there's no reliable power supply.",19-Apr,,,2,https://x.com/Davnk,https://x.com/Davnk
Nelly Kimundi,@NellyKimundi,@KenyaPower_Care what's happening with power supply? Sent a message and logged details on the myPower self service app,18-Apr,,,,https://x.com/NellyKimundi,https://x.com/NellyKimundi
PatsyJames,@PatsyJa26446841,Still no sign of the technical team here all afternoon I have reported got a raf number they waiting for over time to attend to customer's AC 23798952 very poor service we constantly on your ON OFF supply daily I mean daily,18-Apr,1,1,,https://x.com/PatsyJa26446841,https://x.com/PatsyJa26446841
PatsyJames,@PatsyJa26446841,Hello still no response from your technical team here up to now since lunch time no power no assistance AC 23798952 why we daily  on your ON OFF poor service,18-Apr,1,1,2,https://x.com/PatsyJa26446841,https://x.com/PatsyJa26446841
Chao Karis,@chaokaris,@KenyaPower_Care your customer care service is so poor ... what's the point of having a line that's never answered??,18-Apr,,,3,https://x.com/chaokaris,https://x.com/chaokaris
PatsyJames,@PatsyJa26446841,Hello kenya power care AC 23798952 again we have no power no assistance from you or your technical team here who don't care about customer's we are constantly on your poor on off system daily plz assist us customer's begging for your poor service please,18-Apr,1,1,1,https://x.com/PatsyJa26446841,https://x.com/PatsyJa26446841
PatsyJames,@PatsyJa26446841,Hi we have no power supply again I keep telling you we on your ON OFF supply since beginning of last year AC 23798952 poor service,18-Apr,2,1,1,https://x.com/PatsyJa26446841,https://x.com/PatsyJa26446841
PatsyJames,@PatsyJa26446841,Hello kenya power care AC 23798952 we are again with out your service every day we are constantly on your ON OFF  supply daily  poor service poor management yesterday 3times no power off on your team here don't care about customer's please assist us,18-Apr,1,1,2,https://x.com/PatsyJa26446841,https://x.com/PatsyJa26446841
George Kitheka,@iijogeoki,@KenyaPower_Care day 3 with no power no water being pumped .... you guys have the worst customer service ever .... account no 54603358844,18-Apr,,,3,https://x.com/iijogeoki,https://x.com/iijogeoki
pauline Njiru,@mnjiru3,"Good morning I reported a power issue yesterday on only a small section in Membley,the issue is still pending,not yet resolved,this is happening frequently on this particular section.However everytime,resolving the issue tales forever..Why?customer service",18-Apr,,,1,https://x.com/mnjiru3,https://x.com/mnjiru3
PatsyJames,@PatsyJa26446841,Hello kenya power care AC 23798952 this is the 3rd time today we have no power supply why are we again constantly on your ON OFF supply daily  your technical team here don't care about customer's please assist us customer's ASAP poor service poor management,17-Apr,2,1,3,https://x.com/PatsyJa26446841,https://x.com/PatsyJa26446841
PatsyJames,@PatsyJa26446841,Hello kenya power care AC 23798952 this is the 3rd time today we again in darkness please assist us customer's please your technical team here don't care about customer's service is poor management is poor we constantly on your ON OFF on off system why,17-Apr,1,1,2,https://x.com/PatsyJa26446841,https://x.com/PatsyJa26446841
Linda,@lynn_lysh,"@KenyaPower_Care 
Can't get through a day without the usual 12-hour blackout??
And Yes I'm talking about Gikambura,Kikuyu the place you consistently deny service",16-Apr,,,1,https://x.com/lynn_lysh,https://x.com/lynn_lysh
@allphy,@allphy,"I wonder how long you take before you install power in new houses cause there is no way someone can wait for a month even after paying all the required payments... And when you follow up they give unnecessary excuses. 
How do you work in this company especially service wise?",16-Apr,,,,https://x.com/allphy2,https://x.com/allphy2
MensahOgutu,@OgutuMensah,"We have been out of power from Friday last week in Karen Hardy Kongoni rd.  Your customer service is really incompetent, we have called more than 10 times, and they are sending a team. Surely in 2024, we still have such crappie services?@KenyaPower_Care",16-Apr,,,,https://x.com/OgutuMensah,https://x.com/OgutuMensah
Denish,@Denish2642,@KenyaPower_Care It’s another morning that you keep paying your officers to do work in vain. What benefit do you get when clients keep begging you for a service that generates to you revenue without making it?,16-Apr,,2,1,https://x.com/Denish2642,https://x.com/Denish2642
Moses Macharia,@MosesMashaw,Thank you for your service,15-Apr,1,,,https://x.com/MosesMashaw,https://x.com/MosesMashaw
Abunuwasi,@Abunuwasi10,@KenyaPower_Care @KenyaPower You guys are being so unfair. How can you allow your customers to be out of power for more than 2 months in ahero near Ps Nalo community. @bonifacemwangi @_CrazyNairobian. @MativoMJohn is this how your guys treat customers. Poor service indeed.,15-Apr,,2,1,https://x.com/Abunuwasi10,https://x.com/Abunuwasi10
PatsyJames,@PatsyJa26446841,Hello still no assistance up to now please assist us begging customer's AC 23798952 we need your service we keep getting poor service from your technical team here honestly they don't care about customer's here please all afternoon no power supply many hours,14-Apr,1,1,,https://x.com/PatsyJa26446841,https://x.com/PatsyJa26446841
Sheikha Hemed,@sheik90091,Why we don't have power in lamu this is getting out of control you can't manage anything Kenya power what is wrong with your service,14-Apr,,,,https://x.com/sheik90091,https://x.com/sheik90091
PK,@pankajkakawat,& again. Round of applause such a good service,14-Apr,,,,https://x.com/pankajkakawat,https://x.com/pankajkakawat
Marie Darmor,@DarmorMarie,"@KenyaPower_Care  Can we get a stable electricity in Shanzu, Bamburi (Mombasa) or are your teams that incompetent or that lazy ? I have counted 5 interruptions today, and I was away for 4 hours  I remind you we pay for the service, so DELIVER !",14-Apr,1,1,,https://x.com/DarmorMarie,https://x.com/DarmorMarie
chedi usu,@Onetouc42118217,Seek and tired of your terrible service... Toronto Canada I lived there for 4yrs not a single day power disappeared...,14-Apr,1,,,https://x.com/Onetouc42118217,https://x.com/Onetouc42118217
@musita,@musita,"@KenyaPower_Care  you are the worst service providers I know, do you really know how to solve a problem completely, this meter number has been on and off the whole of this week, 54500671984, kindly attend",13-Apr,,,,https://x.com/musitaisaac,https://x.com/musitaisaac
Mdawanawaadieli,@mdawanawaadieli,"It has been 5hrs since your communication. Service has not been restored.
cc. @KenyaP",12-Apr,,,4,https://x.com/mdawanawaadieli,https://x.com/mdawanawaadieli
felix lisutsa,@felix_lisu23166,Hello Kenya power customer service kindly there's a power blackout at mukumu bwichina area for now 4days running,12-Apr,,,2,https://x.com/felix_lisu23166,https://x.com/felix_lisu23166
Gad,@Eng_Gadaphy,"@KenyaPower_Care ... Can I rely on your customer service. A bird, messed up my pole to the meter box cable connection as it seems to have been loosely attached to the overhead cables. Entering Day 2. I have provided landmark and phone number in the DM",12-Apr,,,1,https://x.com/Eng_Gadaphy,https://x.com/Eng_Gadaphy
Munene Kibutha Ole Laikurû,@kenzfergie,@KenyaPower_Care is 0103886179 one of your customer service numbers?,12-Apr,,,1,https://x.com/kenzfergie,https://x.com/kenzfergie
Evelyn Wangeci,@wangecieve,@KenyaPower_Care We have had no power for http://24hrs.26397489.How is this acceptable level of service for an essential service like electricity for someone who has already paid their bill?We can't work as our gadgets are all dead.When does it become urgent for KP to assist us?,12-Apr,,,2,https://x.com/wangecieve,https://x.com/wangecieve
jonjonn,@akaGustavss,Hello ..Buru village in uyoma Siaya county has not seen electricity for the past 7 months..how is this service fair to all people,11-Apr,1,,3,https://x.com/akaGustavss,https://x.com/akaGustavss
Joks,@ki_joks,"Power has been restored, asante for quick service",11-Apr,,,,https://x.com/ki_joks,https://x.com/ki_joks
Teddy Mitchener,@TeddyMitchener,@KenyaPower_Care we are having yet another blackout in the Lavington area along Mararo Ave...last time we had Papa come to the rescue! These incessant blackouts are not in keeping with good customer service!!! Ref #10997136,11-Apr,,,3,https://x.com/TeddyMitchener,https://x.com/TeddyMitchener
Konji,@PublicIntrst101,"@KenyaPower_Care open self reading service so that customers can submit anytime. Then bill them for those submissions asap.

Your cartels having already taken over the current service, are preventing self reading and billing customers estimates of say ⅒ #4UKnowWhy @EPRA_Ke",10-Apr,,,1,https://x.com/PublicIntrst101,https://x.com/PublicIntrst101
T1000,@Russell_H_O,"@KenyaPower_Care @KenyaPower today there's no rain but as usual come 1900HRS at boya in kisumu county electricity goes off, is it because this is not a shareholder area that we have to endure such mediocre service?",9-Apr,,,2,https://x.com/Russell_H_O,https://x.com/Russell_H_O
Sewe Saldanha,@SeweS_,"Good afternoon, it is nearly 24hours since service was interrupted. Could you please check on the status of my request. Please.

Ref number 10983220.",9-Apr,,,2,https://x.com/SeweS_,https://x.com/SeweS_
Dee,@MissNayNay87,@KenyaPower_Care are such a shameful agency. Imagine being on hold for close to 30 minutes waiting to get through to customer service. Are there no SLAs in place? 30 minutes? Is it because there are no other companies in Kenya available to supply power?,9-Apr,,,3,https://x.com/MissNayNay87,https://x.com/MissNayNay87
djdr turntablist,@djdrturntablist,"SD95LM9BO3 Confirmed. Ksh8,000.00 sent to KPLC for account 32253544 on 9/4/24 at 7:26 AM
Kindly restore this power on this account. Also I don't receive bills, just notice of suspension of service! At 3am! Really!?",9-Apr,,,,https://x.com/djdrturntablist,https://x.com/djdrturntablist
anthony g kuria,@kuria_anthony,@KenyaPower_Care Ruiru office. Your service is just sickening. We've reported the issue of low power at Mugutha & no action. Bure kabisa. Just upgrade the dawn transformer!,8-Apr,,,2,https://x.com/kuria_anthony,https://x.com/kuria_anthony
Njonjo,@KahatoNjon93953,We've been without power since yesterday at 7. Customer service says we're working on it till now! Seriously!!!,8-Apr,,,2,https://x.com/KahatoNjon93953,https://x.com/KahatoNjon93953
Bryan Nutty,@nutty_bryan,"@KenyaPower_Care what's really wrong with your service at Cheptais, Bungoma County? There's frequent power outages on a daily basis",8-Apr,,,1,https://x.com/nutty_bryan,https://x.com/nutty_bryan
PK,@pankajkakawat,"Since 6 am today no power. How much maintenance will be carried out ? Is it for 24 hours or more? Why every week, every 2nd day we have to face power cuts ? Despite all those power cuts no relief in fat bills. Paying high bills & getting disappointment in terms of service.",7-Apr,1,,1,https://x.com/pankajkakawat,https://x.com/pankajkakawat
Zanso,@ZansoMr,Trashy response Mr/Ms Customer Service agent.,7-Apr,,,1,https://x.com/ZansoMr,https://x.com/ZansoMr
Anthony.M,@anthony08544175,Jeez!!!.it took KPLC maintenance team and customer service 9 months to act on this complaint. Sisemi kitu.,7-Apr,1,,1,https://x.com/anthony08544175,https://x.com/anthony08544175
Sewe Saldanha,@SeweS_,"Good afternoon, it is nearly 24hours since service was interrupted. Could you please check on the status of my request. Please.

Ref number 10983220.",9-Apr,,,2,https://x.com/SeweS_,https://x.com/SeweS_
Dee,@MissNayNay87,@KenyaPower_Care are such a shameful agency. Imagine being on hold for close to 30 minutes waiting to get through to customer service. Are there no SLAs in place? 30 minutes? Is it because there are no other companies in Kenya available to supply power?,9-Apr,,,3,https://x.com/MissNayNay87,https://x.com/MissNayNay87
djdr turntablist,@djdrturntablist,"SD95LM9BO3 Confirmed. Ksh8,000.00 sent to KPLC for account 32253544 on 9/4/24 at 7:26 AM
Kindly restore this power on this account. Also I don't receive bills, just notice of suspension of service! At 3am! Really!?",9-Apr,,,,https://x.com/djdrturntablist,https://x.com/djdrturntablist
anthony g kuria,@kuria_anthony,@KenyaPower_Care Ruiru office. Your service is just sickening. We've reported the issue of low power at Mugutha & no action. Bure kabisa. Just upgrade the dawn transformer!,8-Apr,,,2,https://x.com/kuria_anthony,https://x.com/kuria_anthony
Njonjo,@KahatoNjon93953,We've been without power since yesterday at 7. Customer service says we're working on it till now! Seriously!!!,8-Apr,,,2,https://x.com/KahatoNjon93953,https://x.com/KahatoNjon93953
Bryan Nutty,@nutty_bryan,"@KenyaPower_Care what's really wrong with your service at Cheptais, Bungoma County? There's frequent power outages on a daily basis",8-Apr,,,1,https://x.com/nutty_bryan,https://x.com/nutty_bryan
PK,@pankajkakawat,"Since 6 am today no power. How much maintenance will be carried out ? Is it for 24 hours or more? Why every week, every 2nd day we have to face power cuts ? Despite all those power cuts no relief in fat bills. Paying high bills & getting disappointment in terms of service.",7-Apr,1,,1,https://x.com/pankajkakawat,https://x.com/pankajkakawat
Zanso,@ZansoMr,Trashy response Mr/Ms Customer Service agent.,7-Apr,,,1,https://x.com/ZansoMr,https://x.com/ZansoMr
Anthony.M,@anthony08544175,Jeez!!!.it took KPLC maintenance team and customer service 9 months to act on this complaint. Sisemi kitu.,7-Apr,1,,1,https://x.com/anthony08544175,https://x.com/anthony08544175
Brian,@Brian62MK,"Kplc has the worst customer service,",7-Apr,3,,1,https://x.com/Brian62MK,https://x.com/Brian62MK
Abdullahi Ogello,@CrediblePolls,"Negligence is your undoing.  I decided to keep quiet.
Your pole is pulling my service line, which needs to be aligned straight.
It's only a matter of rime before it pulls my roof off.",7-Apr,,,2,https://x.com/CrediblePolls,https://x.com/CrediblePolls
Lord Of The Hounds,@eddynganga_,@alphakennelske is your one stop service provider for all pet related services.,6-Apr,,,,https://x.com/eddynganga_,https://x.com/eddynganga_
faith njoroge,@faithnj35349542,"@KenyaPower_Care why don’t have a customer care number which doesn’t have any personnel attending to customers? How can you keep your customer on. All for more than 10 minutes and still no response? Surely, what kind of service is this? I know you probably don’t care",6-Apr,1,,1,https://x.com/faithnj35349542,https://x.com/faithnj35349542
nelson ngesa,@nelson_ngesa,"@KenyaPower_Care I have bought tokens and  haven't received any message yet, and  Kenya Power self-service app is also not responding. Kindly assist.",5-Apr,,,3,https://x.com/nelson_ngesa,https://x.com/nelson_ngesa
Coo♧,@MadameDelacoo,Check your token service. Not able to purchase as the organization system is experiencing technical challenges,5-Apr,1,,1,https://x.com/MadameDelacoo,https://x.com/MadameDelacoo
Brian Kibet,@brian_it_is,Acc 54600347337 bought tokens twice and haven’t received any text or an update in the self service portal,5-Apr,,,,https://x.com/brian_it_is,https://x.com/brian_it_is
