Author,Handle,Post,Date,Likes,Reposts,Comments,Post Link,Profile Link
Miss Ogeto,@Miss_Ogeto,"Please update on transformer issue at Zambia Road, Eliud Wakaba Area. Shade homes and the surroundings

No power since yesterday’s scheduled maintenance.",29-Apr,,1,,https://x.com/Miss_Ogeto,https://x.com/Miss_Ogeto
CPA Anthony Mwangi,@Tonillence,"Hello, Anthony again following on the issue reported under reference no. 11125653. A team visited the area in the morning, had a temporary solution but then the power went off with a loud bang on the transformer. We are still in darkness for  the 3rd day.",29-Apr,,,,https://x.com/Tonillence,https://x.com/Tonillence
Mulwa,@mulwaa7_,Kindly there is no power at kahawa wendani almost near githurai and it seems the issue is the transformer kindly adress it,29-Apr,1,,,https://x.com/mulwaa7_,https://x.com/mulwaa7_
Kamoseh,@kamoseh,Umoja peacock there had been problem since last week where the transformer hasn't been changed... almost a week black out please help,29-Apr,,,,https://x.com/kamoseh,https://x.com/kamoseh
cynthia matere,@CynthiaMatere,@KenyaPower_Care there are some naked wires that have fallen from the transformer at JOGOO KIMAKIA HOTEL ALONG GATANGA ROAD ACCOUNT  NO 92104603268. PLEASE SEND YOU GUYS BEFORE DISASTER,29-Apr,,,1,https://x.com/CynthiaMatere,https://x.com/CynthiaMatere
taphia,@taphia_k,@KenyaPower_Care power failure since Friday acc 20943975 please attend to it it's the main transformer with the issue tafadhali,29-Apr,,,1,https://x.com/taphia_k,https://x.com/taphia_k
daytech,@davidmuregi,@KenyaPower_Care There was a loud bang in our transformer in Homex Apartment Karuri and power went off. Expedite to your engineers,29-Apr,,,1,https://x.com/davidmuregi,https://x.com/davidmuregi
Defre,@FredWakaba15,"I really hope at last there is light at the end of the tunnel in Gitiha area, we gave been in darkness for two months now that finally we shall get a transformer that was stolen.",29-Apr,1,,1,https://x.com/FredWakaba15,https://x.com/FredWakaba15
@miss.karanja,@miss.karanja,@KenyaPower_Care Ref no. 11133455..... the transformer blew before the power went out,28-Apr,,,1,https://x.com/StaySharpppp,https://x.com/StaySharpppp
Andrew,@andrewowino447,"Transformer ya dandora bado haijarudishwa???, since Thursday hatuna stima",28-Apr,,,,https://x.com/andrewowino447,https://x.com/andrewowino447
Judicial Watch Kenya,@JUDICIALWATCHKE,@KenyaPower_Care 54403603274 Laikipia supermarket Saika along Kangundo road. Your new transformer is faulty. Lost power last nyt at 8pm upto now not corrected. Kindly sort the issue.,28-Apr,,,,https://x.com/JUDICIALWATCHKE,https://x.com/JUDICIALWATCHKE
Vallarie Nicole,@NicoleVallarie,"Afternoon,can you guys kindly check the transformer opposite caslet resort in Rongo,",28-Apr,,,1,https://x.com/NicoleVallarie,https://x.com/NicoleVallarie
masakhwe,@wanzetse_betty,"@KenyaPower_Care kindly help sort the nearly one month power outage at Kimilili/mkulima/kibisi area/msikiti wa Wawanga area. Your team from Kapsokwony visited the transformer on 2nd May, disabled it, and have since gone mum regarding restoration of power.",28-Apr,,,,https://x.com/wanzetse_betty,https://x.com/wanzetse_betty
Vallarie Nicole,@NicoleVallarie,"Afternoon can you guy check the transformer in  Rongo opposite caslet resort, migori county",28-Apr,,,1,https://x.com/NicoleVallarie,https://x.com/NicoleVallarie
Missy,@bhadie_bhaby,@KenyaPower_Care one week with no electricity meter number 37165321359 kindly assist I know it's a transformer failure but it's been a week plus can we get an update at least,28-Apr,,,,https://x.com/bhadie_bhaby,https://x.com/bhadie_bhaby
Waithera Moria,@Sechma,"@KenyaPower_Care 

14402449467
Umoja 1 G zone transformer has exploded no power",28-Apr,,,,https://x.com/Sechma,https://x.com/Sechma
Pauline Thiga,@PThiga,@KenyaPower_Care No power. Loud bang from transformer. Ticket # 11126018.,28-Apr,,,,https://x.com/PThiga,https://x.com/PThiga
.,@unlimited_ke,@KenyaPower_Care @KenyaPower @Belive_Kinuthia @HonKangata another day to remind you hatuna stima since the transformer was stolen by some greedy @KenyaPower  workers,28-Apr,1,1,,https://x.com/unlimited_ke,https://x.com/unlimited_ke
Defre,@FredWakaba15,"We need a transformer in Gitiha gwa Kariuki area in Githunguri subcounty, kiambu county.
We have been in dark for two months now, please assist.",27-Apr,,,,https://x.com/FredWakaba15,https://x.com/FredWakaba15
WangaiM,@WMwaniki,@KenyaPower_Care how many times will we have issues with transformer fuses????,27-Apr,,,,https://x.com/WMwaniki,https://x.com/WMwaniki
Wyclif Ngutuku,@Wycliff_ngutuku,"@KenyaPower_Care  Hi kindly help have no power ac 13198767 please give me reference,it has been recurring apparently the transformer keeps on dripping,we are tired",27-Apr,,,,https://x.com/Wycliff_ngutuku,https://x.com/Wycliff_ngutuku
insomniart_knight,@ArchEmawero,@KenyaPower_Care there's a faulty transformer in Thindigua near Mzuzi Park causing all sorts of issues. The lines have snapped and fallen in the neighbours compound. Kindly send a team to sort it out.,27-Apr,1,1,,https://x.com/ArchEmawero,https://x.com/ArchEmawero
WangaiM,@WMwaniki,@KenyaPower_Care how many times will we have issues with transformer fuses????,27-Apr,,,,https://x.com/WMwaniki,https://x.com/WMwaniki
Wyclif Ngutuku,@Wycliff_ngutuku,"@KenyaPower_Care  Hi kindly help have no power ac 13198767 please give me reference,it has been recurring apparently the transformer keeps on dripping,we are tired",27-Apr,,,,https://x.com/Wycliff_ngutuku,https://x.com/Wycliff_ngutuku
insomniart_knight,@ArchEmawero,@KenyaPower_Care there's a faulty transformer in Thindigua near Mzuzi Park causing all sorts of issues. The lines have snapped and fallen in the neighbours compound. Kindly send a team to sort it out.,27-Apr,1,1,,https://x.com/ArchEmawero,https://x.com/ArchEmawero
Kb.Ajima,@KabiloAjima,@KenyaPower_Care ref 11114535 how long does it take to fix a transformer surely. We've been in dark for 1 week now. Why you just taking us in circles?,27-Apr,,,1,https://x.com/KabiloAjima,https://x.com/KabiloAjima
Roselyne,@roselynmuganda,"Gesora road, shooters utawala, no power for a whole week. The wires are hanging from the transformer, any feedback? Details in your DM",27-Apr,,,,https://x.com/roselynmuganda,https://x.com/roselynmuganda
wairimu mungai,@wairimumungai5,Hello no power in Kayole Quarry Road since Monday 22nd due to transformer failure..the transformer was taken on Thursday 25th and since then no further communication was made..metre no 22171312303,27-Apr,,,5,https://x.com/wairimumungai5,https://x.com/wairimumungai5
Davis Nguthu,@thisisbusz,"Good afternoon. The transformer that services this account 28013910 Rukenya area kwa Njuki l, transformer in Kirinyaga County was affected by the lighting on Tuesday night. The whole entire village has been off since. Kerugoya office hasn't helped us. Kindly help us.",27-Apr,,,2,https://x.com/thisisbusz,https://x.com/thisisbusz
Rachel,@ReyyMacc,"@KenyaPower_Care when are you sorting out our electricity problem, no power since yesterday, you took the transformer with you, #Utawala83 area....",27-Apr,,,2,https://x.com/ReyyMacc,https://x.com/ReyyMacc
Tekito Bear,@BearTekito,From today till our transformer and power issues are sorted al be doing nothing but hauling insults and your failures on you page and inbox and if i get blocked al open another anonymous account and continue doing so#Stupidignorantuselesskenyapower,27-Apr,,,1,https://x.com/BearTekito,https://x.com/BearTekito
TORREZ G.,@TORREZG2,"Kindly note also that we have been in darkness for nearly two months now and no response... Githurai 45 next to railway station. Respond to us please, since transformer was taken for repairs and it hasn't been replaced yet. Do something to us @KenyaPower_Care @davis_chirchir",27-Apr,,,1,https://x.com/TORREZG2,https://x.com/TORREZG2
Sarah Muriuki,@snmuriuki,@KenyaPower_Care Meter 37182997470 no power. Loud bang from transformer,27-Apr,,,2,https://x.com/snmuriuki,https://x.com/snmuriuki
MOHAMED ORDOFA,@MohamedOrdofa,I have talked several times about a village less than 3km from the power station in Marsabit town with no electricity. 40 HOUSES with no electricity.. we were asked to look for politicians to get us transformer!,27-Apr,,,1,https://x.com/MohamedOrdofa,https://x.com/MohamedOrdofa
Paul Pro,@propaulde,"Hi, the area under meter number 37156651350 has had no power since Monday. It was alleged that it was a transformer issue. How comes up to now, nothing has been done, the transformer is still there, no power, no water, lots of insecurity, etc.",26-Apr,,,1,https://x.com/propaulde,https://x.com/propaulde
Aida Amweye,@i_amaida,@KenyaPower_Care munataka muambiwe Mata ngapi hii shida ya transformer at nyayo high rise mbagathi way hamjasolve.your team  was here form Monday to Wednesday doing nothing. None of them communicated anything regarding the issue to us. It's been 8days now and we have no lights,26-Apr,1,,4,https://x.com/i_amaida,https://x.com/i_amaida
Quarantarantino (ง'̀-'́)ง,@THOTSnotprayers,@KenyaPower_Care a home in Alego has been without electricity since Jan due to transformer breakdown. Now another in Busia since 18th April. Who do I need to bribe because I'm tired,26-Apr,,1,5,https://x.com/THOTSnotprayers,https://x.com/THOTSnotprayers
Rachel,@ReyyMacc,"@KenyaPower_Care no lights at Utawala shooters 83park, I understand that you have taken the transformer....are we staying in darkness for the whole weekend, and this is not the first time you've taken it, what's wrong? We need power back...",26-Apr,1,,3,https://x.com/ReyyMacc,https://x.com/ReyyMacc
Dennis.NM,@MutigzD,"@KenyaPower_Care @KenyaPower There is a live cable in connection with a stay wire next to your transformer. Location.  Witeithie, Kibute Area opposite Elders Plaza.",26-Apr,,,1,https://x.com/MutigzD,https://x.com/MutigzD
Kalkz,@Hellen5Gerald,"Acc No.2436293
Ref No.11107732

When are you planning to return back our transformer? Schools are opening,no power since Saturday,our transformer was taken away what's your end plan",26-Apr,,,,https://x.com/Hellen5Gerald,https://x.com/Hellen5Gerald
Quarantarantino (ง'̀-'́)ง,@THOTSnotprayers,@KenyaPower_Care a home in Alego has been without electricity since Jan due to transformer breakdown. Now another in Busia since 18th April. Who do I need to bribe because I'm tired,26-Apr,,1,5,https://x.com/THOTSnotprayers,https://x.com/THOTSnotprayers
Rachel,@ReyyMacc,"@KenyaPower_Care no lights at Utawala shooters 83park, I understand that you have taken the transformer....are we staying in darkness for the whole weekend, and this is not the first time you've taken it, what's wrong? We need power back...",26-Apr,1,,3,https://x.com/ReyyMacc,https://x.com/ReyyMacc
Dennis.NM,@MutigzD,"@KenyaPower_Care @KenyaPower There is a live cable in connection with a stay wire next to your transformer. Location.  Witeithie, Kibute Area opposite Elders Plaza.",26-Apr,,,1,https://x.com/MutigzD,https://x.com/MutigzD
Kalkz,@Hellen5Gerald,"Acc No.2436293
Ref No.11107732

When are you planning to return back our transformer? Schools are opening,no power since Saturday,our transformer was taken away what's your end plan",26-Apr,,,,https://x.com/Hellen5Gerald,https://x.com/Hellen5Gerald
J A M E S,@Jamburu,"@KenyaPower_Care 
A Kenya power employee removed a fuse from a transformer after disagreeing with a shop owner .
The whole neighborhood is in darkness for two days

#pathetic",26-Apr,,,4,https://x.com/Jamburu,https://x.com/Jamburu
Fred,@Lafredk,The transformer at de Paul catholic church ngundu just blew up kindly resolve the issue,26-Apr,,,,https://x.com/Lafredk,https://x.com/Lafredk
sngugz,@sngugz,"@KenyaPower_Care AC no. 20676664 no power, neighbours on different transformers however have lights.",26-Apr,,,2,https://x.com/sngugz,https://x.com/sngugz
Leonard Mwangi,@LeonardMwangi23,"@KenyaPower_Care I've reported a power outage in Githurai Kimbo (45) severally and it's yet to be attended to. My ref number is 11086207 
Kindly address it since we've had no power since Sunday 21st April. Some areas were reconnected yesterday but our transformer is still off.",26-Apr,1,,2,https://x.com/LeonardMwangi23,https://x.com/LeonardMwangi23
Symon Shah,@FarmBastion,"There are developments that have paid for transformers to reduce overload in Thindigua , if they are supplied power blackout can reduce",26-Apr,,,1,https://x.com/FarmBastion,https://x.com/FarmBastion
Nyaruai Gitonga,@g_nyaruai,"@KenyaPower_Care no power in garden estate a/c49654607, heard a transformer buzzing as lights went out kindly assist...",26-Apr,,,4,https://x.com/g_nyaruai,https://x.com/g_nyaruai
Aida Amweye,@i_amaida,"@KenyaPower_Care, when will you fix the issue of transformer at nyayo high rise -mbagathi way.its been one week and your technicians are doing nothing",26-Apr,,,3,https://x.com/i_amaida,https://x.com/i_amaida
Aida Amweye,@i_amaida,"@KenyaPower_Care, when will you fix the issue of transformer at nyayo high rise -mbagathi way.its been one week and your technicians are doing nothing",26-Apr,,,2,https://x.com/i_amaida,https://x.com/i_amaida
Aida Amweye,@i_amaida,"@KenyaPower_Care, when will you fix the issue of transformer at nyayo high rise -mbagathi way.its been one week, and your technicians are doing nothing",26-Apr,,,3,https://x.com/i_amaida,https://x.com/i_amaida
Elly Roimen Mathenge,@EllyMathenge,@KenyaPower_Care we still have no power. Line has cut off from transformer Ref 11107042,26-Apr,,,5,https://x.com/EllyMathenge,https://x.com/EllyMathenge
Suga & Spice,@khana_khalayi,@KenyaPower_Care there is a blackout due to transformer blow up 92105009234 send someone,26-Apr,,,2,https://x.com/khana_khalayi,https://x.com/khana_khalayi
@Tr. Kassim.,@Tr. Kassim.,"@KenyaPower_Care please we have a transformer misfires in south c , near the temple, muhoho avenue",26-Apr,,,,https://x.com/KennedyKyale,https://x.com/KennedyKyale
kysh nyaga,@kysh_nyaga,There is loose connection on Mugaa Road ongata rongai transformer...one phase had busted on Wednesday. Inform the field team before its escalate.,26-Apr,,,,https://x.com/kysh_nyaga,https://x.com/kysh_nyaga
Femi Kawira,@kawirafemi,"@KenyaPower_Care Good Morning, yesterday something happened with the lightening and thunder which i guess affected the transformer or I don't even know what happened with that loud bomb.... So we don't have lights since yesterday around Fetha just around the catholic church here",26-Apr,,,1,https://x.com/kawirafemi,https://x.com/kawirafemi
Josh Butcher,@Joshtety,@KenyaPower_Care messed up their own transformer. Now I haven't had power for almost the whole week. I counted my loses on Wednesday. Accepted fate and was closed for business yesterday. Leo naendea ingine. Stima sio shida. They are charging citizens ndio watengeneze.,26-Apr,1,,,https://x.com/Joshtety,https://x.com/Joshtety
_dselah,@DarlineSelah,No power in Sigona since Monday. Your guys came for the transformer that had blown and we're yet to see anyone from Kplc till date. DMs going unanswered. Same for calls. Jameni!,25-Apr,,,1,https://x.com/DarlineSelah,https://x.com/DarlineSelah
_dselah,@DarlineSelah,No power in Sigona since Monday. Your guys came for the transformer that had blown and we're yet to see anyone from Kplc till date. DMs going unanswered. Same for calls. Jameni!,25-Apr,,,1,https://x.com/DarlineSelah,https://x.com/DarlineSelah
pinchez254,@pinchez25414,"Hello how long are we going to stay in darkness. One week down and you seems unbothered. Here in githurai 45,an area called Toezi ,. Kindly consider us and replace that transformer. We are suffering",25-Apr,,,,https://x.com/pinchez25414,https://x.com/pinchez25414
pinchez254,@pinchez25414,"@KenyaPower_Care 
How long are we gonna suffer, you have neglected our cries, 3 weeks almost in darkness, here at githurai 45,Toezi area near opposite railway station, you took away the transformer and you never consider us. How long are we gonna cry out for you to consider us??",25-Apr,1,,1,https://x.com/pinchez25414,https://x.com/pinchez25414
pinchez254,@pinchez25414,"@KenyaPower_Care For how long are you going to put us in darkness. You have neglected your duties. 2 weeks here at githurai 45,Toezi area, near police station, you took away the transformer and you never bother or consider us. Show your concern by putting the transformer.",25-Apr,,,1,https://x.com/pinchez25414,https://x.com/pinchez25414
I' Kmb,@mwaskB,What about changing the spoiled transformer in kioru village in githumu MURANG'A County,25-Apr,,,,https://x.com/mwaskB,https://x.com/mwaskB
Absolute Power and Light CBO,@GiachukiP,"@KenyaPower_Care Our serving TRANSFORMER got spoilt on Tuesday morning.Area: KIBUBUTI NUMBER MOJA (the specific area) -ALONG BOMA ROAD, KIAMBAA. NEAR SENIOR CHIEF KOINANGE. We seek your fast kind assistance since we are incurring significant losses. 

MTR NO - 54403781864",25-Apr,,,,https://x.com/GiachukiP,https://x.com/GiachukiP
Kewango,@kewango,"Oloosirkon Dispensary, Catholic Church, ACK Church and neighborhood, since our transformer crashed down after a heavy downpour, we have been living in wet darkness. 

Your people carried the transformer away. This place very insecure of late.",25-Apr,,,1,https://x.com/kewango,https://x.com/kewango
Ogachi Nyaronge Moturi,@OgachiNyaronge,Four days no power. Issue the transformer entered water who is going to rescue us.,25-Apr,1,,1,https://x.com/OgachiNyaronge,https://x.com/OgachiNyaronge
War Analyst.,@War_Analyst254,@KenyaPower_Care @KenyaPower it is over 48 hours since your officers took away the transformer herein Mwiki inorder to replace it. The transformer was functioning optimally. We have been in darkness since!,25-Apr,,,3,https://x.com/War_Analyst254,https://x.com/War_Analyst254
Kilian Andy Bernie,@KilianAndy,@KenyaPower_Care @KenyaPower kwanihow long does it take to change a transformer surely ama mnaiship from abroad. Another disappoint by systems in this country. Along hunters first and second Link road,25-Apr,1,,2,https://x.com/KilianAndy,https://x.com/KilianAndy
sammiestezah,@sammiestezah,At Murang'a kiharu maragi karindundu  we've in darkness for the last 1 month our transformer broke down and nothing has been done  yet kindly assist,25-Apr,,,3,https://x.com/sammiestezah,https://x.com/sammiestezah
Kabiru Mwai,@kabiru_mwa95376,"@KenyaPower_Care where is power every time it rain at Miiri coffee factory transformer ,the power disappear. It's making theft to increase in the area.",25-Apr,,,1,https://x.com/kabiru_mwa95376,https://x.com/kabiru_mwa95376
Jane Mwaura,@janekiama385,"@KenyaPower_Care kindly restore our power Kahawawest ProAct hospital meter number 14104446407
Seriously 4days that is long enough to sort the transformer.",25-Apr,,,3,https://x.com/janekiama385,https://x.com/janekiama385
nluvanda,@luvanda_nixon,"@KenyaPower_Care 
@KenyaPower_Care 
When should we expect power at KwaZulu crescent clay city ward kasarani?
We are told it's a transformer issue 

Instead of buying electric cars, should you handle our issues first?",25-Apr,,,,https://x.com/luvanda_nixon,https://x.com/luvanda_nixon
nluvanda,@luvanda_nixon,"@KenyaPower_Care 
When should we expect power at KwaZulu crescent clay city ward kasarani?
We are told it's a transformer issue 

Instead of buying electric cars, should you handle our issues first?",25-Apr,,,,https://x.com/luvanda_nixon,https://x.com/luvanda_nixon
KenLi Contractors Ltd.,@KenNyaga20,"@KenyaPower_Care residents of Ikuu Market in Tharaka Nithi County urgently need your assistance! The faulty transformer has left us without electricity, causing businesses to close and escalating nighttime insecurity. Please prioritize repairs to restore power.",25-Apr,,,1,https://x.com/KenNyaga20,https://x.com/KenNyaga20
KenLi Contractors Ltd.,@KenNyaga20,"@KenyaPower_Care the residents of Ikuu Market in Tharaka Nithi County urgently need yr assistance! The faulty transformer has left us without electricity, causing businesses to close and escalating nighttime insecurity. prioritize repairs to restore power and safety to our",25-Apr,,,1,https://x.com/KenNyaga20,https://x.com/KenNyaga20
chedi usu,@Onetouc42118217,Matugulu sub county thugs are stealing transformers adorning kplc uniform,24-Apr,,,2,https://x.com/Onetouc42118217,https://x.com/Onetouc42118217
Thuranira,@Thuranira,@KenyaPower_Care Transformer is faulty and causing power flactuation and extremely low voltage. Acc 33022575,24-Apr,,,,https://x.com/Thuranira,https://x.com/Thuranira
Irene Clyne,@akothclyne,"Kariobangi south 56 day 2 ,hakuna stima ni dim ..seriously when will you guys fix this issue with the transformer.",24-Apr,,,4,https://x.com/akothclyne,https://x.com/akothclyne
Fazz,@Fazz19121618883,@KenyaPower_Care malicious activity happening here at city park estate as rogue kplc engineers decide to disconnect wires from the main transformer affecting several houses. Have left us in dark and gone . Kplc reference number 11101267.,24-Apr,,,2,https://x.com/Fazz19121618883,https://x.com/Fazz19121618883
lewilis tech,@lewilistech,"@KenyaPower_Care please we have been in darkness for the last 3 days, and our transformer have been carried out by your engineers, location;mowlem embakasi west nairobi.",24-Apr,,,4,https://x.com/lewilistech,https://x.com/lewilistech
Cannavaro Mutemi.,@cannavaro_mm,"@KenyaPower_Care 
It's now 4th day without power at Trasami,pipeline area. Adjacent transformers are working well. Kindly.",24-Apr,,,4,https://x.com/cannavaro_mm,https://x.com/cannavaro_mm
Langmark,@olangDanielmark,@KenyaPower_Care we have had no power for 7 days  due to a transformer issue. This has significant affected our businesses please do something urgently.,24-Apr,,,2,https://x.com/olangDanielmark,https://x.com/olangDanielmark
Elly Roimen Mathenge,@EllyMathenge,@KenyaPower_Care there is a power line that has cut from the transformer to the poll in our compound. Acc 1166362-02. Your lines have long waiting times.,24-Apr,,,1,https://x.com/EllyMathenge,https://x.com/EllyMathenge
Molly sandry,@Mollysandry,@KenyaPower_Care you mean you guys decided we be in darkness from Sunday hapa feroze. Hadi mka beba  transformer mkaenda nayo!!,24-Apr,,,4,https://x.com/Mollysandry,https://x.com/Mollysandry
Monica Mbugua,@monymbugua,@KenyaPower_Care account number 54500294753 you said you would resolve this matter days ago. We don't have electricity in my area since Sunday. The transformer needs to be fixed but your officers told ppl unless they are bribed they won't fix it.,24-Apr,,,1,https://x.com/monymbugua,https://x.com/monymbugua
Kang furnitures Ltd,@KangFurnitures,"@KenyaPower_Care Kindly assist as the transformer caught fire and burnt our post paid meter. Some your team came but said the can't deal with the meter. it is a smart meter.Area is at budalangi, Njiru, along Kangundo road.",24-Apr,,,,https://x.com/KangFurnitures,https://x.com/KangFurnitures
Monica Mbugua,@monymbugua,The issue has not yet been resolved until today.. you guys are meant to come fix the transformer but your officers said unless they are bribed they won't fix it .how is it your allowing corruption to go on in the open .,24-Apr,,,2,https://x.com/monymbugua,https://x.com/monymbugua
Daphine Mwangi,@WangetheP,@KenyaPower_Care our transformer blew yesterday night account number 14286691721. Kindly assist,24-Apr,,,5,https://x.com/WangetheP,https://x.com/WangetheP
Evans Abuya,@Abuyasoxx,"@KenyaPower_Care @KenyaPower kindly help us out transformer imeharibika ..for 3 days now ,,@utawala shooters, Kobe apartments.",24-Apr,,,,https://x.com/Abuyasoxx,https://x.com/Abuyasoxx
cynthia matere,@CynthiaMatere,@KenyaPower_Care Same as Maporomoko. We are served by the same lines from the Muranga side. Transformer affected by the down pour last night,24-Apr,,,4,https://x.com/CynthiaMatere,https://x.com/CynthiaMatere
Big Tula,@samutula,@KenyaPower_Care You're transformer on fire @Njiru area.,24-Apr,,,,https://x.com/samutula,https://x.com/samutula
Mark,@nyamu_mark,@KenyaPower_Care @KenyaPower theres a live wire thats fallen on the ground at a place called Transformer on your way to Riabai along the main road. Thats a disaster in waiting. See location,24-Apr,,,,https://x.com/nyamu_mark,https://x.com/nyamu_mark
Kenneth mbugua,@MbuguaKenmbugua,@KenyaPower_Care the transformer is almost falling in Mwiki at the junction of catholic road and Mwiki - Njiru road near Export Lounge.,24-Apr,,,,https://x.com/MbuguaKenmbugua,https://x.com/MbuguaKenmbugua
Kenneth mbugua,@MbuguaKenmbugua,@KenyaPower_Care the transformer is almost falling in Mwiki at the junction of catholic road and Mwiki - Njiru road near Export Lounge.,24-Apr,,,,https://x.com/MbuguaKenmbugua,https://x.com/MbuguaKenmbugua
тфиу™,@Tonykitoh,No power in Mihango along Kigwathi rd for the last 48hrs due to your faulty transformer. Kindly assist. Acc 14272091563,24-Apr,,,,https://x.com/Tonykitoh,https://x.com/Tonykitoh
Pinpop ya nyama,@Rensonotieno,"it's the transformer which has fallen, close to Oloosirkon primary school.",24-Apr,,,2,https://x.com/Rensonotieno,https://x.com/Rensonotieno
Amulanda,@Amulanda12,@KenyaPower_Care  Hi the transformer at Shirakalu village  o n Kakamega_Shibuli -Mumias road blew up one week ago and the cases was reported but no response has been received.,23-Apr,,,1,https://x.com/Amulanda12,https://x.com/Amulanda12
Kewango,@kewango,"20 minutes ago, Transformer has fallen on the Road at Tuala, Rongai. Danger needing emergency. Live wires and water on the road.",23-Apr,,,2,https://x.com/kewango,https://x.com/kewango
Lucy Edwards,@DsnyX,@KenyaPower_Care Ref 11092469K/South stage 56 lost power loud noise heard may be transformer. Please check and assist.,23-Apr,,1,4,https://x.com/DsnyX,https://x.com/DsnyX
Kinoti Kaburu,@TKaburu,"@KenyaPower_Care, transformer blown, last 24hrs. Ref. 11090732",23-Apr,,,3,https://x.com/TKaburu,https://x.com/TKaburu
Julius Koech,@Jullo_lio,"2nd night with no power in Kasarani Hunters, transformer failure.",23-Apr,,,,https://x.com/Jullo_lio,https://x.com/Jullo_lio
kublu kublu,@benjol_254,"You guys came and took a transformer in Siamungu, Busia county. Its almost 2 months and nothing what's the progress of the same",23-Apr,,,,https://x.com/benjol_254,https://x.com/benjol_254
TVs in Kenya + Professional TV mounting Nairobi,@ProTech_Kenya,@KenyaPower_Care when can we expect the transformer issue at Roysambu primary area to be fixed??,23-Apr,,,,https://x.com/ProTech_Kenya,https://x.com/ProTech_Kenya
Nyawira Muriithi,@NyawiraM_,"@KenyaPower_Care Kindly fix a transformer that fell due to heavy rains in Baricho Kirinyaga County,some of us are working from home in that region,today is the third day without lights and its alarming since no one has come to the site,kindly pay us a visit.",23-Apr,1,1,2,https://x.com/NyawiraM_,https://x.com/NyawiraM_
Henry Bonyo,@HenryBonyo,"Hi @KenyaPower_Care Team,
There's a transformer pole leaning dangerously at Kogweno Primary School in East Karachuonyo. Please send your team as the area floods, and it could be dangerous.",23-Apr,,1,1,https://x.com/HenryBonyo,https://x.com/HenryBonyo
Kijana fantastic,@KijanaFantastic,"I posted last week but you didn't respond . Our village Githima, kajiado west, the transformer was stolen and it has been two months of black out. Kindly fix it.",23-Apr,1,,2,https://x.com/KijanaFantastic,https://x.com/KijanaFantastic
Oliver Kym,@OliverKym3,"Muranga county sabasaba, mumbu area we've been having a transformer problem for the longest time we always call at your offices and nothing is done the same transformer is being used by schools that are within and students are suffering electricity comes once in a month. Assist",22-Apr,,,1,https://x.com/OliverKym3,https://x.com/OliverKym3
Oliver Kym,@OliverKym3,"Muranga county, sabasaba, mumbu area we've been having a transformer problem for the longest time kindly it's ever faulty we only use electricity like once in a month we always call at your offices but nothing is done some of us work using computers and we've been running on loss",22-Apr,,,1,https://x.com/OliverKym3,https://x.com/OliverKym3
TORREZ G.,@TORREZG2,@KenyaPower  Kindly assist us fix transformer that has now taken more than a month being in darkness around Githurai 45 next to Railway station Entrance.,22-Apr,,,,https://x.com/TORREZG2,https://x.com/TORREZG2
