Author,Handle,Post,Date,Likes,Reposts,Comments,Post Link,Profile Lİnk
Peddler,@njorogewamani,"@kenyapower,registered my meter 14107440977 for okoa stima,but being prompted to register everytime i dial *885#","Jan 3, 2016",,,,https://x.com/njorogewamani,https://x.com/njorogewamani
THEE MECHANIC 4.0,@supasta45,@kenyapower @kenyapower_care stima roysa mmeamua aje,"Jan 1, 2016",,,2,https://x.com/supasta45,https://x.com/supasta45
THEE MECHANIC 4.0,@supasta45,@KenyaPower @KenyaPower_Care we kunaenda aje stima imepotea hii mapema yote roysambu,"Jan 1, 2016",,,1,https://x.com/supasta45,https://x.com/supasta45
tony kimeu,@tonykimeu,@kenyapower.I bought stima thru mpesa yesterday but I'm not yet  received the token till now. meter no.14228924750,"Jan 2, 2016",,,,https://x.com/tonykimeu,https://x.com/tonykimeu
MuongoDB,@benkivuva_,@KenyaPower Nini mbaya na stima?,"Jan 6, 2016",,,,https://x.com/benkivuva_,https://x.com/benkivuva_
The Konkoshonist,@thedjpeshie,@KenyaPower really ??!!!! NEW YEARS stima mnakataa uku Kikuyu no lyts pls sort us out,"Jan 1, 2016",,,1,https://x.com/thedjpeshie,https://x.com/thedjpeshie
ZAKAYOOOASHUKEEEEEUUUII,@Wiizhkid,@KenyaPower Not today pls! MRUDISHE STIMA bana! Ama nikuje kwa ofisi zenu tuwatch game!,"Jan 2, 2016",,,1,https://x.com/Wiizhkid,https://x.com/Wiizhkid
Kristen Wanyama,@wanyamakristen,@KenyaPower whats the situation with power in ngong town and sorrounding areas..hakuna stima..whole day?,"Jan 6, 2016",,,2,https://x.com/wanyamakristen,https://x.com/wanyamakristen
Asiago Law,@Amoro_Asiago,"@KenyaPower  kindly help.  Have defective meter, referred to Stima Plaza by technician because I recharged. Meter no 37155869052.thank you","Jan 5, 2016",,,1,https://x.com/Amoro_Asiago,https://x.com/Amoro_Asiago
Asiago Law,@Amoro_Asiago,"@KenyaPower,kindly, where could the problem be that makes the technician refer me personally to Stima Plaza?  If you could solve it.","Jan 5, 2016",,,1,https://x.com/Amoro_Asiago,https://x.com/Amoro_Asiago
I E,@imessajee,"@KenyaPower @imessajee @KenyaPower_Care Stima plaza, Ngara can not assist. Cc @ConsumersKenya","Jan 6, 2016",,,1,https://x.com/imessajee,https://x.com/imessajee
Stamina Daddy,@LANGZZZZZ,@KenyaPower @KenyaPower_Care  MNARUDISHA STIMA DAKIKA MBILI ALAFU MNAIRUTO TENA ... #WorldCup,"Jun 17, 2018",,,,https://x.com/LANGZZZZZ,https://x.com/LANGZZZZZ
Agatha Noel,@noelagatha2,"@KenyaPower hata Punda huchoka stop this nonsense,rudisheni stima.why do you even get us bills yet we rarely have power","Oct 14, 2018",,,,https://x.com/noelagatha2,https://x.com/noelagatha2
Githinji gilbert,@GibzGithinji,@KenyaPower kwani kukinyesha ni lazima mdisconnect stima...rudisheni stima githurai..,"Jul 29, 2018",,,,https://x.com/GibzGithinji,https://x.com/GibzGithinji
Peet home,@Pcartn,@KenyaPower @KenyaPower_Care  kindly assist got tokens from *885# okoa stima yesterday and I'm yet to get the tokens. Account is 54400162381 or confirm whether there is a pending token number on that account since message sent was incomplete,"Jun 3, 2018",,,1,https://x.com/Pcartn,https://x.com/Pcartn
Abby,@MissMwelu,@KenyaPower tunaomba stima at kikuyu kidfarmaco,"Aug 28, 2018",,,,https://x.com/MissMwelu,https://x.com/MissMwelu
Bernard Gitau,@BernardGitau,@KenyaPower @KenyaPower_Care boss so mtuwashie stima hapa kamakis tuoge twende church,"May 27, 2018",,,1,https://x.com/BernardGitau,https://x.com/BernardGitau
JaGaza,@Mabinjuan,"@KenyaPower Please leo ni weekend na kupa EPL. Rudisheni stima Tena Estate, Donholm.","Dec 29, 2018",,,,https://x.com/Mabinjuan,https://x.com/Mabinjuan
Njeru,@NjeruSamuel,"@KenyaPower @KenyaPower_Care, please Area around Ngangarithi Ciaraini in Nyeri hakuna stima","Jul 21, 2018",1,1,1,https://x.com/NjeruSamuel,https://x.com/NjeruSamuel
Raphael Mwadime,@raphael_mwadime,@KenyaPower  hivi kukinyesha stima inapotea...why are you living in the dark world...hapa kasarani Voi hatutaki giza. Shindwee,"Dec 12, 2018",,,,https://x.com/raphael_mwadime,https://x.com/raphael_mwadime
Samuel Mugi,@Sir_SaQlever,@KenyaPower siku izi mnatupea pill ya stima,"Oct 21, 2018",,,1,https://x.com/Sir_SaQlever,https://x.com/Sir_SaQlever
Robert,@salg_ooh,@KenyaPower @KenyaPower_Care mvua kidogo stima inapotea??? Kiambu,"Oct 8, 2018",,,,https://x.com/salg_ooh,https://x.com/salg_ooh
Robert,@salg_ooh,@KenyaPower @KenyaPower_Care ata Sunday mnazima stima???    04215915267,"Jul 22, 2018",,,,https://x.com/salg_ooh,https://x.com/salg_ooh
Malonza Maleve,@malevemalonza,@KenyaPower @KenyaPower_Care akiamungu muone mkate stima wakati nawatch opening ceremony ya#worldcup,"Jun 14, 2018",,,1,https://x.com/malevemalonza,https://x.com/malevemalonza
GIIC,@StevenMburu,@KenyaPower 5 days down the line your team is yet to come to the ground! Honestly? @KenyaPower_Care Hakuna stima and its affecting my business mtr no 34265108,"Feb 28, 2018",,,1,https://x.com/StevenMburu,https://x.com/StevenMburu
Nikoo,@stayhome_ED,Mtalipa gapi in case nione mwinzi wa stima? Mimi ukuwa free naeza kuwa napiga tu maround nikispy,"May 31, 2018",,,,https://x.com/stayhome_ED,https://x.com/stayhome_ED
DON MUSAU,@Don_Musau,@KenyaPower hakuna stima kasarani. Was the area scheduled for maintenance today?,"Dec 23, 2018",,,,https://x.com/Don_Musau,https://x.com/Don_Musau
FAITH IS THE SOUL,@RoaBi_Vibes,@KenyaPower  @KenyaPower_Care Hakuna Stima kwa line yetu from evening.  Account number 40184927 contact 0723727778,"Dec 19, 2018",,,1,https://x.com/RoaBi_Vibes,https://x.com/RoaBi_Vibes
gilbert kaunda stima,@SuufStima,I wish it was true,"Jun 12, 2018",,,,https://x.com/SuufStima,https://x.com/SuufStima
Tony owino,@tonyowino,"@KenyaPower @KenyaPower_Care meter number 37171148945, donholm phase 5, 8. Mrudishe stima http://bana.you people are inconveniencing us.i look forward to the day that you will not be a monopoly","Dec 11, 2018",,,1,https://x.com/tonyowino,https://x.com/tonyowino
small dic,@Dick_Aseri,Wale wenye huwa wanakuja kukata stima ama?,"Dec 13, 2017",,,,https://x.com/Dick_Aseri,https://x.com/Dick_Aseri
gilbert kaunda stima,@SuufStima,@KenyaPower some guy  called me on this no. 0724131875 claimed he works at Kenya Power,"Dec 7, 2017",,,,https://x.com/SuufStima,https://x.com/SuufStima
gilbert kaunda stima,@SuufStima,Kakamega county .Nambacha .1 km from Ewamakhumbi pri.sch EVIHANDE VILLAGE,"Oct 5, 2017",,,,https://x.com/SuufStima,https://x.com/SuufStima
Steven Barclay,@StevenBarclayKE,"@KenyaPower @ntsa_kenya

Nikama stima ilipita Salgaa 

Kenya Power 
NTSA","Jan 9, 2018",4,,,https://x.com/StevenBarclayKE,https://x.com/StevenBarclayKE
gilbert kaunda stima,@SuufStima,She won gold....,"Aug 15, 2017",,,,https://x.com/SuufStima,https://x.com/SuufStima
Gainwithtillen.ke,@OderoFrank,@KenyaPower nkt!!!! kwani stima zitapotea daily.... Mtaacha ujinga..,"Oct 16, 2017",,,,https://x.com/OderoFrank,https://x.com/OderoFrank
Mayweather Car hire,@mosemaish,@KenyaPower   @KenyaPower_Care  hii stima timeni MB62LHICMW Confirmed KPLC PREPAID  for account 01450166093 on 6/2/18,"Feb 6, 2018",,,1,https://x.com/mosemaish,https://x.com/mosemaish
Miss Habesha,@mauayako,@KenyaPower @KenyaPower_Care no stima 0051570,"Sep 5, 2017",,,1,https://x.com/mauayako,https://x.com/mauayako
Nanzenzyko Nanzenz,@Cookshey,@KenyaPower @KplcCustomer 14245718839 is in a blackout.return stima at Membley Ruiru,"Jun 21, 2017",,,,https://x.com/Cookshey,https://x.com/Cookshey
Bernard Gitau,@BernardGitau,@KenyaPower @KenyaPower_Care si mtuwashie stima kiasi hapa roysa tupige pasi ya kesho,"Mar 14, 2017",,,1,https://x.com/BernardGitau,https://x.com/BernardGitau
Miss Habesha,@mauayako,@KenyaPower @KenyaPower_Care no stima account 28239137,"Feb 6, 2018",,,1,https://x.com/mauayako,https://x.com/mauayako
Ricky,@nasriky,@kenyapower how do I pay stima loan through MPESA? can u check for me ma loan balance? REF: E24302014040084,"Feb 23, 2017",,,,https://x.com/nasriky,https://x.com/nasriky
Am That Guy!!!,@Tsepoy,"@KenyaPower hey,can u guyz do sumn,am in busia,some areas dont have power,just because wind blew,tunakosa stima.?","Feb 24, 2017",,,,https://x.com/Tsepoy,https://x.com/Tsepoy
Miss Habesha,@mauayako,@KenyaPower @KenyaPower_Care no stima since am 0051570,"Feb 7, 2018",,,1,https://x.com/mauayako,https://x.com/mauayako
Youht Mahn,@WastaniDimongo,"@KenyaPower meter number 14 2827 4599 25..Wazito,  4 days bila stima tena haiwezi.","Sep 19, 2017",,2,1,https://x.com/WastaniDimongo,https://x.com/WastaniDimongo
Nick,@Sarkwozy,@KenyaPower si mlisema stima hazitapotea hii week na next week?,"Oct 26, 2017",,,,https://x.com/Sarkwozy,https://x.com/Sarkwozy
Advocate Oduol Aluoch,@_gneiss,@KenyaPower where is stima house located?,"Sep 18, 2017",,,,https://x.com/_gneiss,https://x.com/_gneiss
V.I.N.T.A.G.E,@kihara_njuguna,@KenyaPower LA18O8WHTI Confirmed. Ksh530.00 sent to OKOA STIMA 1  for account 37167227265 on 1/1/17 at 10:06 AM,"Jan 1, 2017",,,,https://x.com/kihara_njuguna,https://x.com/kihara_njuguna
Her Majesty Wamuyu,@Issysky,@KenyaPower @KenyaPower_Care  What is the issue with this stima? I have tokens but no lights in the house. Please assist promptly!,"Feb 15, 2017",,,1,https://x.com/Issysky,https://x.com/Issysky
Myk Bryn,@MykBrynn,@KenyaPower @KenyaPower_Care tutashinda tukibeg stima hivi???? https://x.com/mikurobrian/st/MikuroBrian/status/816337598134136832…,"Jan 4, 2017",,,1,https://x.com/MykBrynn,https://x.com/MykBrynn
KING HAVERTZ,@happy_tyme,Monday already has 48 hrs ikiwa na stima...Abeg dont make it a month,"Jan 9, 2017",11,2,2,https://x.com/happy_tyme,https://x.com/happy_tyme
George Daria,@Ochas_finest,mrudishe stima Busia pia...haraka sana,"Jan 9, 2017",,,,https://x.com/Ochas_finest,https://x.com/Ochas_finest
Love like Jesus,@dicmola,no stima kibos kisumu fr morning 37170687950 near jerualem toto school http://0726400806.help,"Feb 5, 2017",,1,,https://x.com/dicmola,https://x.com/dicmola
Ruikiru,@Moffatmwai,"@Kenyapower
Kuna bill board imeangikia stima line pale karen catholic church na inatoa sparks anyhelp?!","Feb 5, 2017",,,,https://x.com/Moffatmwai,https://x.com/Moffatmwai
Ruikiru,@Moffatmwai,"aiye,pale karen mmeamua tusione stima tena sio?!","Feb 2, 2017",,,,https://x.com/Moffatmwai,https://x.com/Moffatmwai
Ruikiru,@Moffatmwai,@Kenyapower pale karen stima ni mpaka saa ngapi aki?!,"Feb 2, 2017",,,,https://x.com/Moffatmwai,https://x.com/Moffatmwai
Nelly Mchoraji,@MusiomiArt,@KenyaPower akuna stima kayole.... Our businesses zimesimama... What's the way forward?,"Jan 16, 2017",,,,https://x.com/MusiomiArt,https://x.com/MusiomiArt
GeeWeed™,@GeorgeMike5,@KenyaPower this monopoly sucks bana. Give us lights. Why the blackout without notice. Mnalipwa kuzima Stima ama kuleta stima???,"Jan 9, 2017",,,,https://x.com/GeorgeMike5,https://x.com/GeorgeMike5
M Davis,@BmwTraveller,@KenyaPower Hey hatuna stima utawala astrol close to three hours .whats up,"Jan 2, 2017",,,1,https://x.com/BmwTraveller,https://x.com/BmwTraveller
Mary Mshimba,@mary_mshimba,"@KenyaPower-Care no stima at nairobi estate bamburi since today morning ac no is 2337144-01 tel phone 0720830019
Please look into it","Feb 15, 2017",,,,https://x.com/mary_mshimba,https://x.com/mary_mshimba
Love like Jesus,@dicmola,no stima kibos kisumu fr morning 37170687950 near jerualem toto school http://0726400806.help,"Feb 5, 2017",,1,,https://x.com/dicmola,https://x.com/dicmola
Ruikiru,@Moffatmwai,"@Kenyapower
Kuna bill board imeangikia stima line pale karen catholic church na inatoa sparks anyhelp?!","Feb 5, 2017",,,,https://x.com/Moffatmwai,https://x.com/Moffatmwai
Ruikiru,@Moffatmwai,"aiye,pale karen mmeamua tusione stima tena sio?!","Feb 2, 2017",,,,https://x.com/Moffatmwai,https://x.com/Moffatmwai
Ruikiru,@Moffatmwai,@Kenyapower pale karen stima ni mpaka saa ngapi aki?!,"Feb 2, 2017",,,,https://x.com/Moffatmwai,https://x.com/Moffatmwai
Nelly Mchoraji,@MusiomiArt,@KenyaPower akuna stima kayole.... Our businesses zimesimama... What's the way forward?,"Jan 16, 2017",,,,https://x.com/MusiomiArt,https://x.com/MusiomiArt
GeeWeed™,@GeorgeMike5,@KenyaPower this monopoly sucks bana. Give us lights. Why the blackout without notice. Mnalipwa kuzima Stima ama kuleta stima???,"Jan 9, 2017",,,,https://x.com/GeorgeMike5,https://x.com/GeorgeMike5
M Davis,@BmwTraveller,@KenyaPower Hey hatuna stima utawala astrol close to three hours .whats up,"Jan 2, 2017",,,1,https://x.com/BmwTraveller,https://x.com/BmwTraveller
Mary Mshimba,@mary_mshimba,"@KenyaPower-Care no stima at nairobi estate bamburi since today morning ac no is 2337144-01 tel phone 0720830019
Please look into it","Feb 15, 2017",,,,https://x.com/mary_mshimba,https://x.com/mary_mshimba
AkamaMac,@AkamaMac,"@KenyaPower nimelipa stima, tokens, nikapewa 35. but haijareflect.. inablink red tu","Jan 18, 2017",,,1,https://x.com/AkamaMac,https://x.com/AkamaMac
agi,@agnesgichinga,Ndio mkatuzimia stima.,"Jan 9, 2017",,,,https://x.com/agnesgichinga,https://x.com/agnesgichinga
snake eyes,@camilojamach,@KenyaPower ata nakuru hamna stima..,"Jan 9, 2017",,,,https://x.com/camilojamach,https://x.com/camilojamach
nzau_ke,@MaingiMr,@KenyaPower huku hakuna stima,"Jan 11, 2017",,,,https://x.com/MaingiMr,https://x.com/MaingiMr
kibettRonald,@RonnieKibett,"@KenyaPower Nakuru ngata,kabasis center hakuna stima for the past two days.... do something urgently","Jan 16, 2017",,,,https://x.com/RonnieKibett,https://x.com/RonnieKibett
Susan Mwangi Kihara,@Suemwangikihara,@KenyaPower mbona stima imekatwa plot mzima kwa pole yetu only one person ndiye hajalipa? its very unfair 2275040 do something,"Feb 11, 2017",,,,https://x.com/Suemwangikihara,https://x.com/Suemwangikihara
Dark Child,@JoelMakovi,@KenyaPower @KenyanTraffic Can somebody pliz switch off the road lights at Galleria?As my mama would say...hii nikumaliza stima.,"Jan 10, 2017",1,,,https://x.com/JoelMakovi,https://x.com/JoelMakovi
Dark Child,@JoelMakovi,@KenyaPower @KenyanTraffic Can somebody pliz switch off the road lights at Galleria?As my mama would say...hii nikumaliza stima.,"Jan 10, 2017",1,,,https://x.com/JoelMakovi,https://x.com/JoelMakovi
Em Sefwee,@Indakwa,"@KenyaPower where are my units? KA70STHPTM Confirmed Ksh1,500. sent to OKOA STIMA 1  for account 01450123805 on 7/1/16 at 3:05 PM New M-PESA","Jan 7, 2016",,,1,https://x.com/Indakwa,https://x.com/Indakwa
gilbert kaunda stima,@SuufStima,@KenyaPower what is prepay bill number,"May 31, 2016",,,1,https://x.com/SuufStima,https://x.com/SuufStima
SPAPA DEH,@SpapaDeh,@KenyaPower @KenyaPowerAlert Banoh 106 hakuna Stima #Brekko @Elishifa @MajimajiKenya @King_Kafu @GhettoRadio895,"Dec 26, 2016",,,,https://x.com/SpapaDeh,https://x.com/SpapaDeh
Sam_C,@Samkam26,@KenyaPower @KenyaPower_Care hii stima inawaka kama traffic lights on off on off.. 14252569240,"Dec 15, 2016",,,1,https://x.com/Samkam26,https://x.com/Samkam26
Sack of cool vibes,@79patrickm,"@kenyapower @kenyapower_care power outage Gwa-Kairu, Ruiru. Rudisheni stima bana. Acc No :2424795-01","Apr 15, 2016",,,1,https://x.com/79patrickm,https://x.com/79patrickm
Lennie,@Lennie_Guy,@KenyaPower . acc. No.14106211411 okoa stima paid. Metre still blocked.. Kindly sort. ASAP. Transaction ID. JLL3OZQDCN,"Dec 22, 2015",,,1,https://x.com/Lennie_Guy,https://x.com/Lennie_Guy
RASTA KASAMI TALA,@kasami_wa,"@KenyaPower iyo ni ufala mkonayo ..
Stima inapotea ovyoovyo aje","Sep 25, 2016",,,,https://x.com/kasami_wa,https://x.com/kasami_wa
Mistanewa tech,@djmistanewa,"@kenyapower mtaaddress issue SAA ngapi,,Mumias tunataka stima https://instagram.com/p/BKbQ3vdgRno/","Sep 16, 2016",,,,https://x.com/djmistanewa,https://x.com/djmistanewa
Fridah Mutinda,@F_Tellem,"@kenyapower @kenyapower_care mvua imenyesha,stima imeenda,imara daima,(maziwa area) reason being transfomer issues","Sep 25, 2016",,,1,https://x.com/F_Tellem,https://x.com/F_Tellem
Fridah Mutinda,@F_Tellem,"@kenyapower @kenyapower_care wah,stima bad,wats happening,imara daima(maziwa),one line is out of supply","Sep 5, 2016",,,1,https://x.com/F_Tellem,https://x.com/F_Tellem
Nanzenzyko Nanzenz,@Cookshey,"@KenyaPower mbona madharau hivi.Rudisheni stima Membley Estate, Ruiru.Hii ni masaa gani ya kuoga na naji baridi?BLACKOUT @ MEMBLEY!!!!!!!","May 17, 2016",,,,https://x.com/Cookshey,https://x.com/Cookshey
mwinamu,@mwinamu,"@KenyaPower kuna mtu anacheza na switch ya stima za rongai, ni off on off on repeat.  Tusiharibiane appliances tafadhali","Sep 15, 2016",,1,,https://x.com/mwinamu,https://x.com/mwinamu
JUZTUZ K Wa ARSENAL,@juztuz,"@KenyaPower you people mean that machakos yote hakuna mtu amelipa stima..ndo mtueke kwa giza ivi. 
#FeelingpissedOff","Jul 11, 2016",,,1,https://x.com/juztuz,https://x.com/juztuz
Mistanewa tech,@djmistanewa,"@kenyapower do something about hii stima mumias,inakuja ikienda..Mtatuchomea vitu","Sep 13, 2016",,,,https://x.com/djmistanewa,https://x.com/djmistanewa
Mistanewa tech,@djmistanewa,"@kenyapower do something stima irudi Mumias #NoPowerInMumias
mistanewa@gmail.com","Sep 12, 2016",,,,https://x.com/djmistanewa,https://x.com/djmistanewa
Mistanewa tech,@djmistanewa,"@kenyapower battery about to die,,mumias stima iregeshwe
mistanewa@gmail.com","Sep 12, 2016",,,,https://x.com/djmistanewa,https://x.com/djmistanewa
Mistanewa tech,@djmistanewa,@kenyapower some parts of mumias hatuna stima,"Sep 26, 2016",,,,https://x.com/djmistanewa,https://x.com/djmistanewa
Fridah Mutinda,@F_Tellem,@kenyapower @kenyapower_care hamna stima imara daima jameni :-(,"Sep 1, 2016",,,1,https://x.com/F_Tellem,https://x.com/F_Tellem
Njeru,@NjeruSamuel,@KenyaPower @KenyaPower_Care  HAKUNA STIMA KITALE HAPA KWA GATUA CC @ConsumersKenya,"May 29, 2016",,,1,https://x.com/NjeruSamuel,https://x.com/NjeruSamuel
JUZTUZ K Wa ARSENAL,@juztuz,"@KenyaPower @kenyapower_care. you people mean that machakos
yote hakuna mtu amelipa stima..ndo mtueke kwa
giza ivi. #FeelingpissedOff","Jul 11, 2016",,,,https://x.com/juztuz,https://x.com/juztuz
#RutoMustGo,@mx_kalani,Merry Christmas na hakuna stima????,"Dec 25, 2021",,,1,https://x.com/mx_kalani,https://x.com/mx_kalani
_Bu Anthony_,@bu_anthony99,@KenyaPower mazee kuna siku za kuzima stima na siku zingine za kulet it be....ni Christmas na mmezima stima...rada!!,"Dec 25, 2021",,,,https://x.com/bu_anthony99,https://x.com/bu_anthony99
richard,@rolewa,scam ryt nw someone is making overtime.. hakuna stima kule niliko nw two days,"Jul 11, 2021",,,1,https://x.com/rolewa,https://x.com/rolewa
Na0miee,@itsjustnaomy,@KenyaPower mrudishe stima..my phone is at 10% ...its my office,"Jul 8, 2021",,,2,https://x.com/itsjustnaomy,https://x.com/itsjustnaomy
ᴷⁱʲᵃⁿᵃ ʸᵃ ᴹᵃˡᵃᵇᵃ,@Kwesii4,Mliamua tuishi bila stima wiki mzima,"Nov 7, 2021",1,,1,https://x.com/Kwesii4,https://x.com/Kwesii4
insomniart_knight,@ArchEmawero,Thindigua hatuna stima,"Oct 20, 2021",,,1,https://x.com/ArchEmawero,https://x.com/ArchEmawero
Eliud,@kimani_gee,@KenyaPower hakujakua naa stima njiru for one week and still counting what is going on ?????,"Aug 27, 2021",,,1,https://x.com/kimani_gee,https://x.com/kimani_gee
Top Trends Kenya ,@TopTrendsKenya,@KenyaPower  si mkuje mtengeneze hii stima.Since 8 Am.,"Aug 3, 2021",,,1,https://x.com/TopTrendsKenya,https://x.com/TopTrendsKenya
gilbert kaunda stima,@SuufStima,"I  have 2 WO for faulty meters from last week
11599690 and 11600084","Oct 7, 2021",,,1,https://x.com/SuufStima,https://x.com/SuufStima
Gidicaptain TM,@gidicaptain,@KenyaPower_Care kwendeni na hizo merry Christmas zenyu kutoka jana we hve bn complaining Wangige hakuna stima imekua normal zinapotea daily na kazi yenyu hapa ni pr tu,"Dec 24, 2021",,,1,https://x.com/gidicaptain,https://x.com/gidicaptain
gilbert kaunda stima,@SuufStima,Since you are in the mood to work please  supply me with electricity the quotation was fully http://paid.Here is the reference E21312021060019,"Oct 7, 2021",,,,https://x.com/SuufStima,https://x.com/SuufStima
George the technician,@Gegirethemaster,"@KenyaPower  simurudishe stima Aki Leo nioge, nilisema nitaoga Leo nika one week bwana sijaoga, nasiwezi oga maji baridi tafadhali!","May 21, 2021",,,,https://x.com/Gegirethemaster,https://x.com/Gegirethemaster
jojipoji,@jojeepoji,"@KenyaPower I keep recieving msgs from u ati mnanidai n I don't know those accounts kindly ends kata hiyo stima kwa pole... 
Dear Customer, Kindly Note That Your Electricity Account No. 1562677 Has An Outstanding Debt Of Ksh 3,074.17. 
Na ingine hii... Kata zote","Dec 15, 2021",,,1,https://x.com/jojeepoji,https://x.com/jojeepoji
Dan,@CEF_Institution,@KenyaPower  Power is off at Pangani  along  Juja road.  Kuna shughuli inahitaji stima,"Jun 29, 2021",,,1,https://x.com/CEF_Institution,https://x.com/CEF_Institution
Suzzie,@ka_suzzie,Si mturudishie stima mlango Aki ya nani,"Jun 8, 2021",,,,https://x.com/ka_suzzie,https://x.com/ka_suzzie
BlackChopstixs,@Le_SkinnyLegend,"@KenyaPower wewe, mturudishie stima!","Sep 26, 2021",,,1,https://x.com/Le_SkinnyLegend,https://x.com/Le_SkinnyLegend
Kavilanì,@fcarstone,@KenyaPower mbona mmeanua stima na hakunyeshi?,"Jul 25, 2021",,,,https://x.com/fcarstone,https://x.com/fcarstone
man a badman,@karani_i_am,"@KenyaPower @KenyaPower_Care stima ilipotea Mandazi Road, Ongata Rongai jana jioni mpaka saa hii hakuna kitu mmefanya walai","Oct 29, 2021",,,1,https://x.com/karani_i_am,https://x.com/karani_i_am
